EFF  47500.  GRAVITY 5.00000 LTE
ITLE SDSC GRID  [-3.5]   VTURB 2.0 KM/S
2.12255830E-04  32980.2 2.047E+01 2.340E+12 3.611E-01 3.686E+03 2.000E+05
2.81079207E-04  33102.5 2.709E+01 3.085E+12 3.656E-01 3.746E+03 2.000E+05
3.71616699E-04  33242.3 3.580E+01 4.058E+12 3.711E-01 3.818E+03 2.000E+05
4.90394159E-04  33405.7 4.722E+01 5.325E+12 3.777E-01 3.902E+03 2.000E+05
6.45738545E-04  33578.3 6.214E+01 6.969E+12 3.858E-01 4.004E+03 2.000E+05
8.48198546E-04  33762.5 8.157E+01 9.093E+12 3.954E-01 4.128E+03 2.000E+05
1.11107452E-03  33955.9 1.067E+02 1.183E+13 4.069E-01 4.279E+03 2.000E+05
1.45103902E-03  34162.4 1.393E+02 1.533E+13 4.203E-01 4.460E+03 2.000E+05
1.88894294E-03  34390.1 1.810E+02 1.979E+13 4.360E-01 4.672E+03 2.000E+05
2.45089373E-03  34651.6 2.346E+02 2.543E+13 4.538E-01 4.910E+03 2.000E+05
3.16929062E-03  34926.8 3.028E+02 3.255E+13 4.743E-01 5.178E+03 2.000E+05
4.08421563E-03  35226.9 3.894E+02 4.149E+13 4.976E-01 5.469E+03 2.000E+05
5.24418368E-03  35502.0 4.988E+02 5.272E+13 5.247E-01 5.821E+03 2.000E+05
6.70780396E-03  35772.5 6.364E+02 6.672E+13 5.557E-01 6.232E+03 2.000E+05
8.54547700E-03  36011.7 8.082E+02 8.412E+13 5.917E-01 6.755E+03 2.000E+05
1.08414082E-02  36242.9 1.022E+03 1.056E+14 6.328E-01 7.390E+03 2.000E+05
1.36996643E-02  36497.0 1.285E+03 1.318E+14 6.788E-01 8.093E+03 2.000E+05
1.72463890E-02  36757.9 1.610E+03 1.638E+14 7.307E-01 8.902E+03 2.000E+05
2.16323863E-02  37031.8 2.007E+03 2.027E+14 7.891E-01 9.823E+03 2.000E+05
2.70402235E-02  37322.6 2.492E+03 2.495E+14 8.546E-01 1.086E+04 2.000E+05
3.36899172E-02  37636.7 3.081E+03 3.058E+14 9.279E-01 1.203E+04 2.000E+05
4.18516431E-02  37996.0 3.794E+03 3.729E+14 1.009E+00 1.325E+04 2.000E+05
5.18549927E-02  38405.2 4.655E+03 4.527E+14 1.098E+00 1.451E+04 2.000E+05
6.41078227E-02  38880.0 5.695E+03 5.471E+14 1.196E+00 1.576E+04 2.000E+05
7.91216851E-02  39433.7 6.950E+03 6.586E+14 1.300E+00 1.694E+04 2.000E+05
9.75491007E-02  40080.8 8.470E+03 7.903E+14 1.411E+00 1.799E+04 2.000E+05
1.20242871E-01  40832.7 1.032E+04 9.460E+14 1.525E+00 1.885E+04 2.000E+05
1.48334475E-01  41706.0 1.259E+04 1.131E+15 1.637E+00 1.951E+04 2.000E+05
1.83351239E-01  42716.7 1.540E+04 1.352E+15 1.745E+00 1.998E+04 2.000E+05
2.27398259E-01  43888.2 1.892E+04 1.619E+15 1.840E+00 2.026E+04 2.000E+05
2.83444630E-01  45243.1 2.338E+04 1.943E+15 1.918E+00 2.036E+04 2.000E+05
3.55659819E-01  46805.1 2.914E+04 2.342E+15 1.972E+00 2.028E+04 2.000E+05
4.49957082E-01  48600.4 3.666E+04 2.840E+15 2.001E+00 2.009E+04 2.000E+05
5.74691907E-01  50661.1 4.665E+04 3.468E+15 2.004E+00 1.981E+04 2.000E+05
7.41995568E-01  53033.1 6.009E+04 4.270E+15 1.980E+00 1.944E+04 2.000E+05
9.69275588E-01  55752.6 7.846E+04 5.304E+15 1.933E+00 1.896E+04 2.000E+05
1.28134324E+00  58853.6 1.038E+05 6.652E+15 1.869E+00 1.838E+04 2.000E+05
1.71315361E+00  62373.1 1.392E+05 8.416E+15 1.798E+00 1.772E+04 2.000E+05
2.31162319E+00  66296.5 1.887E+05 1.073E+16 1.732E+00 1.703E+04 2.000E+05
3.13812736E+00  70623.6 2.575E+05 1.375E+16 1.677E+00 1.640E+04 2.000E+05
4.27090522E+00  75335.3 3.526E+05 1.765E+16 1.639E+00 1.591E+04 2.000E+05
5.80895245E+00  80459.4 4.822E+05 2.260E+16 1.617E+00 1.559E+04 2.000E+05
7.87781291E+00  86011.2 6.570E+05 2.880E+16 1.610E+00 1.547E+04 2.000E+05
1.06352738E+01  92057.8 8.901E+05 3.646E+16 1.617E+00 1.549E+04 2.000E+05
1.42833031E+01  98587.6 1.198E+06 4.582E+16 1.635E+00 1.565E+04 2.000E+05
1.90861273E+01 105709.0 1.603E+06 5.717E+16 1.657E+00 1.585E+04 2.000E+05
2.54007833E+01 113368.9 2.133E+06 7.095E+16 1.681E+00 1.607E+04 2.000E+05
3.37255194E+01 121719.2 2.831E+06 8.770E+16 1.696E+00 1.623E+04 2.000E+05
4.47769582E+01 130710.2 3.757E+06 1.084E+17 1.693E+00 1.612E+04 2.000E+05
5.96471082E+01 140359.6 5.009E+06 1.346E+17 1.671E+00 1.553E+04 2.000E+05
RADK 9.1431E+03
EGIN                    ITERATION   6 COMPLETED
