TEFF  42500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S                                        
 1.44917088E-04  26901.7 1.191E+01 1.625E+12 4.083E-01 1.547E+04 2.000E+05
 1.90337855E-04  27296.4 1.577E+01 2.121E+12 4.174E-01 1.484E+04 2.000E+05
 2.49490618E-04  27709.6 2.082E+01 2.762E+12 4.281E-01 1.435E+04 2.000E+05
 3.26249355E-04  28143.1 2.741E+01 3.583E+12 4.406E-01 1.402E+04 2.000E+05
 4.25799557E-04  28582.1 3.603E+01 4.644E+12 4.525E-01 1.271E+04 2.000E+05
 5.54944531E-04  28984.8 4.738E+01 6.025E+12 4.657E-01 1.167E+04 2.000E+05
 7.21990961E-04  29360.3 6.220E+01 7.811E+12 4.810E-01 1.101E+04 2.000E+05
 9.37287371E-04  29725.7 8.140E+01 1.010E+13 4.985E-01 1.062E+04 2.000E+05
 1.21380682E-03  30086.8 1.062E+02 1.301E+13 5.184E-01 1.038E+04 2.000E+05
 1.56779802E-03  30448.4 1.379E+02 1.671E+13 5.409E-01 1.020E+04 2.000E+05
 2.01926684E-03  30812.3 1.785E+02 2.137E+13 5.667E-01 1.016E+04 2.000E+05
 2.59263858E-03  31181.0 2.300E+02 2.722E+13 5.962E-01 1.022E+04 2.000E+05
 3.31762209E-03  31554.9 2.950E+02 3.451E+13 6.300E-01 1.040E+04 2.000E+05
 4.23276531E-03  31940.3 3.770E+02 4.358E+13 6.653E-01 1.032E+04 2.000E+05
 5.38688735E-03  32318.3 4.806E+02 5.491E+13 7.045E-01 1.028E+04 2.000E+05
 6.83734115E-03  32686.5 6.106E+02 6.899E+13 7.490E-01 1.038E+04 2.000E+05
 8.65312991E-03  33048.6 7.732E+02 8.639E+13 7.993E-01 1.062E+04 2.000E+05
 1.09178732E-02  33407.3 9.752E+02 1.078E+14 8.561E-01 1.098E+04 2.000E+05
 1.37327426E-02  33769.2 1.225E+03 1.340E+14 9.200E-01 1.142E+04 2.000E+05
 1.72184227E-02  34134.3 1.533E+03 1.658E+14 9.926E-01 1.198E+04 2.000E+05
 2.15181142E-02  34508.7 1.910E+03 2.044E+14 1.075E+00 1.269E+04 2.000E+05
 2.68028177E-02  34901.3 2.369E+03 2.507E+14 1.168E+00 1.353E+04 2.000E+05
 3.32759412E-02  35323.1 2.926E+03 3.060E+14 1.274E+00 1.450E+04 2.000E+05
 4.11936036E-02  35791.5 3.599E+03 3.717E+14 1.388E+00 1.539E+04 2.000E+05
 5.08784120E-02  36306.0 4.414E+03 4.498E+14 1.514E+00 1.624E+04 2.000E+05
 6.27131098E-02  36878.4 5.400E+03 5.423E+14 1.653E+00 1.712E+04 2.000E+05
 7.71619746E-02  37524.4 6.591E+03 6.514E+14 1.806E+00 1.799E+04 2.000E+05
 9.48071229E-02  38258.6 8.031E+03 7.798E+14 1.971E+00 1.878E+04 2.000E+05
 1.16392540E-01  39095.2 9.776E+03 9.308E+14 2.146E+00 1.947E+04 2.000E+05
 1.42849891E-01  40045.7 1.190E+04 1.108E+15 2.332E+00 2.003E+04 2.000E+05
 1.75413301E-01  41113.7 1.450E+04 1.318E+15 2.518E+00 2.040E+04 2.000E+05
 2.15815322E-01  42319.3 1.771E+04 1.567E+15 2.694E+00 2.065E+04 2.000E+05
 2.66447767E-01  43684.5 2.172E+04 1.866E+15 2.852E+00 2.076E+04 2.000E+05
 3.30597830E-01  45228.3 2.680E+04 2.227E+15 2.986E+00 2.073E+04 2.000E+05
 4.12727251E-01  46964.8 3.332E+04 2.669E+15 3.095E+00 2.061E+04 2.000E+05
 5.18976972E-01  48933.0 4.176E+04 3.214E+15 3.173E+00 2.043E+04 2.000E+05
 6.58440404E-01  51152.8 5.288E+04 3.895E+15 3.196E+00 2.009E+04 2.000E+05
 8.44958787E-01  53681.6 6.784E+04 4.763E+15 3.159E+00 1.957E+04 2.000E+05
 1.09825207E+00  56558.4 8.828E+04 5.885E+15 3.082E+00 1.905E+04 2.000E+05
 1.44790127E+00  59821.6 1.167E+05 7.358E+15 2.951E+00 1.821E+04 2.000E+05
 1.93682030E+00  63510.1 1.569E+05 9.318E+15 2.809E+00 1.742E+04 2.000E+05
 2.62286359E+00  67626.2 2.139E+05 1.193E+16 2.667E+00 1.653E+04 2.000E+05
 3.58632246E+00  72162.3 2.947E+05 1.540E+16 2.536E+00 1.569E+04 2.000E+05
 4.92621980E+00  77114.3 4.081E+05 1.996E+16 2.452E+00 1.513E+04 2.000E+05
 6.76018098E+00  82492.9 5.641E+05 2.579E+16 2.403E+00 1.478E+04 2.000E+05
 9.24970561E+00  88336.7 7.766E+05 3.316E+16 2.367E+00 1.456E+04 2.000E+05
 1.25830285E+01  94659.8 1.061E+06 4.229E+16 2.380E+00 1.456E+04 2.000E+05
 1.69935029E+01 101521.6 1.438E+06 5.342E+16 2.403E+00 1.471E+04 2.000E+05
 2.28112267E+01 108922.9 1.934E+06 6.695E+16 2.432E+00 1.484E+04 2.000E+05
 3.04785615E+01 116959.4 2.586E+06 8.339E+16 2.458E+00 1.500E+04 2.000E+05
 4.06109582E+01 125573.6 3.450E+06 1.036E+17 2.479E+00 1.443E+04 2.000E+05
PRADK 5.9752E+03
BEGIN                    ITERATION   6 COMPLETED
