TEFF  47500.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [-4.0]   VTURB 2.0 KM/S
 1.60568087E-04  33196.5 1.550E+01 1.762E+12 3.562E-01 3.532E+03 2.000E+05
 2.12958946E-04  33264.3 2.056E+01 2.330E+12 3.597E-01 3.579E+03 2.000E+05
 2.82068980E-04  33372.4 2.722E+01 3.075E+12 3.640E-01 3.635E+03 2.000E+05
 3.73015667E-04  33495.8 3.598E+01 4.048E+12 3.694E-01 3.702E+03 2.000E+05
 4.92364688E-04  33636.3 4.747E+01 5.317E+12 3.759E-01 3.782E+03 2.000E+05
 6.48493005E-04  33789.1 6.248E+01 6.965E+12 3.838E-01 3.880E+03 2.000E+05
 8.52008942E-04  33949.3 8.203E+01 9.097E+12 3.933E-01 4.001E+03 2.000E+05
 1.11625834E-03  34117.0 1.074E+02 1.184E+13 4.048E-01 4.150E+03 2.000E+05
 1.45799423E-03  34307.9 1.401E+02 1.536E+13 4.182E-01 4.328E+03 2.000E+05
 1.89816261E-03  34519.3 1.822E+02 1.984E+13 4.338E-01 4.538E+03 2.000E+05
 2.46296455E-03  34768.2 2.360E+02 2.551E+13 4.516E-01 4.773E+03 2.000E+05
 3.18488553E-03  35029.8 3.047E+02 3.267E+13 4.721E-01 5.041E+03 2.000E+05
 4.10411365E-03  35320.2 3.918E+02 4.165E+13 4.953E-01 5.330E+03 2.000E+05
 5.26943349E-03  35589.2 5.019E+02 5.293E+13 5.223E-01 5.673E+03 2.000E+05
 6.73924617E-03  35839.9 6.403E+02 6.701E+13 5.535E-01 6.091E+03 2.000E+05
 8.58344598E-03  36062.2 8.130E+02 8.450E+13 5.898E-01 6.622E+03 2.000E+05
 1.08860155E-02  36277.3 1.027E+03 1.061E+14 6.312E-01 7.267E+03 2.000E+05
 1.37507879E-02  36518.4 1.292E+03 1.324E+14 6.774E-01 7.984E+03 2.000E+05
 1.73038863E-02  36769.2 1.617E+03 1.646E+14 7.296E-01 8.805E+03 2.000E+05
 2.16962848E-02  37035.3 2.016E+03 2.035E+14 7.881E-01 9.739E+03 2.000E+05
 2.71104039E-02  37320.1 2.502E+03 2.505E+14 8.538E-01 1.079E+04 2.000E+05
 3.37664256E-02  37629.7 3.091E+03 3.069E+14 9.271E-01 1.197E+04 2.000E+05
 4.19340313E-02  37985.3 3.805E+03 3.741E+14 1.008E+00 1.320E+04 2.000E+05
 5.19440214E-02  38391.4 4.668E+03 4.540E+14 1.097E+00 1.447E+04 2.000E+05
 6.42040674E-02  38863.9 5.708E+03 5.486E+14 1.195E+00 1.573E+04 2.000E+05
 7.92260799E-02  39416.1 6.965E+03 6.603E+14 1.300E+00 1.692E+04 2.000E+05
 9.76637570E-02  40062.2 8.486E+03 7.921E+14 1.410E+00 1.797E+04 2.000E+05
 1.20370454E-01  40813.5 1.034E+04 9.480E+14 1.524E+00 1.882E+04 2.000E+05
 1.48478838E-01  41685.7 1.261E+04 1.133E+15 1.636E+00 1.947E+04 2.000E+05
 1.83517222E-01  42695.2 1.542E+04 1.355E+15 1.744E+00 1.994E+04 2.000E+05
 2.27595735E-01  43865.5 1.894E+04 1.622E+15 1.839E+00 2.022E+04 2.000E+05
 2.83691158E-01  45219.4 2.342E+04 1.946E+15 1.916E+00 2.032E+04 2.000E+05
 3.55994376E-01  46781.7 2.918E+04 2.347E+15 1.969E+00 2.023E+04 2.000E+05
 4.50439567E-01  48576.8 3.672E+04 2.846E+15 1.998E+00 2.004E+04 2.000E+05
 5.75426954E-01  50638.9 4.673E+04 3.476E+15 2.000E+00 1.976E+04 2.000E+05
 7.43145557E-01  53013.5 6.022E+04 4.281E+15 1.975E+00 1.938E+04 2.000E+05
 9.71102344E-01  55737.1 7.866E+04 5.319E+15 1.926E+00 1.890E+04 2.000E+05
 1.28422260E+00  58842.2 1.041E+05 6.672E+15 1.862E+00 1.833E+04 2.000E+05
 1.71752976E+00  62366.3 1.397E+05 8.444E+15 1.791E+00 1.766E+04 2.000E+05
 2.31811926E+00  66292.3 1.893E+05 1.077E+16 1.726E+00 1.698E+04 2.000E+05
 3.14750868E+00  70622.3 2.585E+05 1.380E+16 1.671E+00 1.634E+04 2.000E+05
 4.28400559E+00  75333.3 3.539E+05 1.771E+16 1.634E+00 1.586E+04 2.000E+05
 5.82663953E+00  80457.7 4.839E+05 2.268E+16 1.612E+00 1.554E+04 2.000E+05
 7.90107185E+00  86009.2 6.593E+05 2.890E+16 1.606E+00 1.543E+04 2.000E+05
 1.06650148E+01  92057.0 8.930E+05 3.658E+16 1.613E+00 1.545E+04 2.000E+05
 1.43207157E+01  98586.4 1.202E+06 4.596E+16 1.632E+00 1.561E+04 2.000E+05
 1.91326514E+01 105708.2 1.607E+06 5.733E+16 1.654E+00 1.582E+04 2.000E+05
 2.54581158E+01 113367.5 2.139E+06 7.114E+16 1.679E+00 1.605E+04 2.000E+05
 3.37962250E+01 121721.3 2.838E+06 8.792E+16 1.693E+00 1.620E+04 2.000E+05
 4.48642685E+01 130710.0 3.766E+06 1.086E+17 1.691E+00 1.609E+04 2.000E+05
 5.97594704E+01 140360.6 5.020E+06 1.349E+17 1.668E+00 1.551E+04 2.000E+05
PRADK 9.1417E+03
BEGIN                    ITERATION   6 COMPLETED
