TEFF  42500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S                                        
 1.40435557E-04  26765.7 1.078E+01 1.478E+12 4.235E-01 1.907E+04 2.000E+05
 1.84197405E-04  27160.2 1.435E+01 1.940E+12 4.334E-01 1.787E+04 2.000E+05
 2.41114663E-04  27553.5 1.905E+01 2.541E+12 4.452E-01 1.700E+04 2.000E+05
 3.14862969E-04  27947.0 2.519E+01 3.316E+12 4.590E-01 1.646E+04 2.000E+05
 4.10181173E-04  28341.4 3.319E+01 4.310E+12 4.737E-01 1.573E+04 2.000E+05
 5.33510615E-04  28722.1 4.366E+01 5.598E+12 4.878E-01 1.445E+04 2.000E+05
 6.92910438E-04  29081.9 5.737E+01 7.266E+12 5.043E-01 1.366E+04 2.000E+05
 8.98137632E-04  29433.8 7.515E+01 9.405E+12 5.232E-01 1.316E+04 2.000E+05
 1.16139907E-03  29788.0 9.805E+01 1.213E+13 5.448E-01 1.287E+04 2.000E+05
 1.49805964E-03  30147.1 1.274E+02 1.558E+13 5.689E-01 1.259E+04 2.000E+05
 1.92706880E-03  30511.6 1.650E+02 1.993E+13 5.966E-01 1.245E+04 2.000E+05
 2.47136196E-03  30882.7 2.126E+02 2.538E+13 6.284E-01 1.244E+04 2.000E+05
 3.15883510E-03  31263.8 2.728E+02 3.218E+13 6.648E-01 1.255E+04 2.000E+05
 4.02369305E-03  31654.2 3.484E+02 4.060E+13 7.057E-01 1.268E+04 2.000E+05
 5.11168190E-03  32053.8 4.435E+02 5.106E+13 7.473E-01 1.245E+04 2.000E+05
 6.47887516E-03  32443.0 5.633E+02 6.408E+13 7.947E-01 1.239E+04 2.000E+05
 8.18989669E-03  32828.4 7.131E+02 8.019E+13 8.484E-01 1.250E+04 2.000E+05
 1.03232888E-02  33213.1 8.995E+02 1.000E+14 9.089E-01 1.275E+04 2.000E+05
 1.29743046E-02  33602.6 1.130E+03 1.242E+14 9.769E-01 1.308E+04 2.000E+05
 1.62569537E-02  33997.9 1.415E+03 1.537E+14 1.054E+00 1.351E+04 2.000E+05
 2.03060008E-02  34401.6 1.764E+03 1.895E+14 1.142E+00 1.409E+04 2.000E+05
 2.52817364E-02  34821.9 2.190E+03 2.324E+14 1.241E+00 1.482E+04 2.000E+05
 3.13749328E-02  35268.6 2.706E+03 2.837E+14 1.353E+00 1.568E+04 2.000E+05
 3.88253836E-02  35755.2 3.331E+03 3.447E+14 1.476E+00 1.651E+04 2.000E+05
 4.79423852E-02  36286.0 4.089E+03 4.174E+14 1.607E+00 1.725E+04 2.000E+05
 5.90954491E-02  36867.7 5.007E+03 5.036E+14 1.753E+00 1.806E+04 2.000E+05
 7.27290861E-02  37518.7 6.119E+03 6.055E+14 1.913E+00 1.888E+04 2.000E+05
 8.94027252E-02  38254.3 7.464E+03 7.257E+14 2.084E+00 1.966E+04 2.000E+05
 1.09832004E-01  39091.1 9.098E+03 8.672E+14 2.265E+00 2.037E+04 2.000E+05
 1.34924919E-01  40044.3 1.109E+04 1.034E+15 2.456E+00 2.098E+04 2.000E+05
 1.65858766E-01  41118.0 1.353E+04 1.231E+15 2.650E+00 2.141E+04 2.000E+05
 2.04271094E-01  42332.4 1.654E+04 1.464E+15 2.832E+00 2.172E+04 2.000E+05
 2.52453991E-01  43709.6 2.030E+04 1.744E+15 2.996E+00 2.190E+04 2.000E+05
 3.13543530E-01  45270.6 2.507E+04 2.083E+15 3.135E+00 2.192E+04 2.000E+05
 3.91780816E-01  47024.6 3.119E+04 2.497E+15 3.250E+00 2.182E+04 2.000E+05
 4.92878437E-01  49011.4 3.910E+04 3.006E+15 3.338E+00 2.170E+04 2.000E+05
 6.25300960E-01  51247.1 4.949E+04 3.641E+15 3.369E+00 2.134E+04 2.000E+05
 8.01942885E-01  53782.2 6.343E+04 4.448E+15 3.341E+00 2.079E+04 2.000E+05
 1.04095115E+00  56651.7 8.243E+04 5.489E+15 3.273E+00 2.025E+04 2.000E+05
 1.36975258E+00  59904.9 1.088E+05 6.852E+15 3.143E+00 1.937E+04 2.000E+05
 1.82791454E+00  63574.6 1.459E+05 8.661E+15 3.003E+00 1.859E+04 2.000E+05
 2.46830939E+00  67670.9 1.984E+05 1.106E+16 2.862E+00 1.771E+04 2.000E+05
 3.36583612E+00  72197.4 2.726E+05 1.425E+16 2.722E+00 1.682E+04 2.000E+05
 4.61524593E+00  77134.3 3.770E+05 1.844E+16 2.628E+00 1.620E+04 2.000E+05
 6.32612501E+00  82512.2 5.207E+05 2.381E+16 2.576E+00 1.584E+04 2.000E+05
 8.64992652E+00  88349.4 7.166E+05 3.061E+16 2.534E+00 1.559E+04 2.000E+05
 1.17663045E+01  94673.0 9.798E+05 3.905E+16 2.544E+00 1.556E+04 2.000E+05
 1.58910570E+01 101528.7 1.328E+06 4.934E+16 2.570E+00 1.572E+04 2.000E+05
 2.13318815E+01 108929.7 1.786E+06 6.186E+16 2.600E+00 1.585E+04 2.000E+05
 2.85046339E+01 116963.4 2.389E+06 7.706E+16 2.627E+00 1.602E+04 2.000E+05
 3.79990352E+01 125579.0 3.190E+06 9.584E+16 2.642E+00 1.531E+04 2.000E+05
PRADK 5.9682E+03
BEGIN                    ITERATION   6 COMPLETED
