TEFF  42500.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [+0.5]   VTURB 2.0 KM/S
 1.34691923E-04  26555.4 9.163E+00 1.267E+12 4.461E-01 2.437E+04 2.000E+05
 1.76184140E-04  26910.6 1.233E+01 1.684E+12 4.577E-01 2.289E+04 2.000E+05
 2.30013447E-04  27259.7 1.652E+01 2.227E+12 4.712E-01 2.184E+04 2.000E+05
 2.99590476E-04  27611.0 2.198E+01 2.927E+12 4.871E-01 2.122E+04 2.000E+05
 3.89141196E-04  27969.9 2.905E+01 3.820E+12 5.056E-01 2.096E+04 2.000E+05
 5.04236362E-04  28335.8 3.819E+01 4.960E+12 5.241E-01 2.008E+04 2.000E+05
 6.52482390E-04  28694.9 5.014E+01 6.431E+12 5.424E-01 1.879E+04 2.000E+05
 8.43136909E-04  29046.0 6.571E+01 8.328E+12 5.635E-01 1.797E+04 2.000E+05
 1.08731420E-03  29398.4 8.581E+01 1.075E+13 5.878E-01 1.743E+04 2.000E+05
 1.39895790E-03  29756.8 1.116E+02 1.381E+13 6.151E-01 1.701E+04 2.000E+05
 1.79542581E-03  30122.8 1.446E+02 1.768E+13 6.459E-01 1.666E+04 2.000E+05
 2.29772080E-03  30496.4 1.865E+02 2.254E+13 6.814E-01 1.650E+04 2.000E+05
 2.93104088E-03  30881.0 2.394E+02 2.858E+13 7.224E-01 1.650E+04 2.000E+05
 3.72569615E-03  31277.2 3.057E+02 3.605E+13 7.694E-01 1.666E+04 2.000E+05
 4.71971089E-03  31689.1 3.885E+02 4.524E+13 8.204E-01 1.667E+04 2.000E+05
 5.96480174E-03  32108.8 4.925E+02 5.663E+13 8.726E-01 1.629E+04 2.000E+05
 7.52279805E-03  32525.3 6.230E+02 7.076E+13 9.319E-01 1.614E+04 2.000E+05
 9.46442974E-03  32944.7 7.859E+02 8.815E+13 9.989E-01 1.615E+04 2.000E+05
 1.18756355E-02  33371.3 9.879E+02 1.094E+14 1.074E+00 1.629E+04 2.000E+05
 1.48606950E-02  33808.6 1.237E+03 1.354E+14 1.159E+00 1.647E+04 2.000E+05
 1.85428651E-02  34253.8 1.544E+03 1.669E+14 1.255E+00 1.682E+04 2.000E+05
 2.30668150E-02  34713.6 1.920E+03 2.048E+14 1.365E+00 1.733E+04 2.000E+05
 2.86048470E-02  35195.2 2.376E+03 2.501E+14 1.489E+00 1.800E+04 2.000E+05
 3.53720491E-02  35710.7 2.928E+03 3.041E+14 1.625E+00 1.871E+04 2.000E+05
 4.36546260E-02  36266.5 3.599E+03 3.684E+14 1.768E+00 1.928E+04 2.000E+05
 5.38009055E-02  36868.1 4.415E+03 4.451E+14 1.926E+00 1.992E+04 2.000E+05
 6.62250275E-02  37531.2 5.405E+03 5.361E+14 2.097E+00 2.061E+04 2.000E+05
 8.14496698E-02  38271.8 6.608E+03 6.437E+14 2.280E+00 2.131E+04 2.000E+05
 1.00144266E-01  39107.5 8.073E+03 7.709E+14 2.473E+00 2.198E+04 2.000E+05
 1.23180402E-01  40057.8 9.863E+03 9.213E+14 2.671E+00 2.259E+04 2.000E+05
 1.51639446E-01  41130.6 1.206E+04 1.099E+15 2.880E+00 2.310E+04 2.000E+05
 1.86996549E-01  42347.9 1.477E+04 1.310E+15 3.076E+00 2.351E+04 2.000E+05
 2.31390577E-01  43732.2 1.816E+04 1.562E+15 3.250E+00 2.377E+04 2.000E+05
 2.87734236E-01  45304.4 2.245E+04 1.866E+15 3.398E+00 2.387E+04 2.000E+05
 3.59925163E-01  47078.7 2.795E+04 2.238E+15 3.522E+00 2.383E+04 2.000E+05
 4.53192085E-01  49087.1 3.505E+04 2.694E+15 3.619E+00 2.376E+04 2.000E+05
 5.75271953E-01  51351.3 4.438E+04 3.263E+15 3.657E+00 2.339E+04 2.000E+05
 7.37772462E-01  53901.9 5.688E+04 3.985E+15 3.637E+00 2.283E+04 2.000E+05
 9.56901796E-01  56789.0 7.385E+04 4.912E+15 3.577E+00 2.227E+04 2.000E+05
 1.25694642E+00  60036.9 9.732E+04 6.123E+15 3.453E+00 2.128E+04 2.000E+05
 1.67248561E+00  63679.4 1.302E+05 7.723E+15 3.323E+00 2.054E+04 2.000E+05
 2.24861382E+00  67766.7 1.762E+05 9.824E+15 3.194E+00 1.969E+04 2.000E+05
 3.04937479E+00  72232.4 2.409E+05 1.260E+16 3.060E+00 1.887E+04 2.000E+05
 4.16243559E+00  77190.3 3.316E+05 1.623E+16 2.945E+00 1.815E+04 2.000E+05
 5.68430944E+00  82537.8 4.565E+05 2.089E+16 2.901E+00 1.782E+04 2.000E+05
 7.74719746E+00  88378.8 6.263E+05 2.677E+16 2.853E+00 1.756E+04 2.000E+05
 1.05128603E+01  94693.3 8.544E+05 3.409E+16 2.866E+00 1.752E+04 2.000E+05
 1.41813117E+01 101549.1 1.157E+06 4.303E+16 2.884E+00 1.764E+04 2.000E+05
 1.90317227E+01 108947.3 1.556E+06 5.395E+16 2.916E+00 1.775E+04 2.000E+05
 2.54283792E+01 116974.1 2.082E+06 6.722E+16 2.945E+00 1.795E+04 2.000E+05
 3.39045759E+01 125591.3 2.781E+06 8.364E+16 2.957E+00 1.705E+04 2.000E+05
PRADK 5.9553E+03
BEGIN                    ITERATION   6 COMPLETED
