TEFF  50000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.3]   VTURB 2.0 KM/S                                        
 1.44444725E-04  30642.2 1.023E+01 1.257E+12 4.019E-01 2.416E+04 2.000E+05
 1.90811940E-04  31154.0 1.379E+01 1.667E+12 4.070E-01 2.227E+04 2.000E+05
 2.51822434E-04  31659.9 1.859E+01 2.211E+12 4.128E-01 2.075E+04 2.000E+05
 3.31893079E-04  32159.6 2.499E+01 2.926E+12 4.201E-01 1.937E+04 2.000E+05
 4.36698058E-04  32647.8 3.351E+01 3.865E+12 4.284E-01 1.818E+04 2.000E+05
 5.73576707E-04  33122.9 4.478E+01 5.092E+12 4.380E-01 1.721E+04 2.000E+05
 7.51923071E-04  33586.6 5.962E+01 6.686E+12 4.487E-01 1.638E+04 2.000E+05
 9.83797446E-04  34037.5 7.910E+01 8.752E+12 4.607E-01 1.569E+04 2.000E+05
 1.28451327E-03  34478.7 1.045E+02 1.142E+13 4.744E-01 1.515E+04 2.000E+05
 1.67320538E-03  34913.6 1.376E+02 1.484E+13 4.904E-01 1.475E+04 2.000E+05
 2.17387315E-03  35347.4 1.804E+02 1.922E+13 5.084E-01 1.449E+04 2.000E+05
 2.81641531E-03  35785.4 2.354E+02 2.477E+13 5.294E-01 1.429E+04 2.000E+05
 3.63774188E-03  36224.5 3.058E+02 3.179E+13 5.533E-01 1.416E+04 2.000E+05
 4.68312305E-03  36662.9 3.956E+02 4.063E+13 5.810E-01 1.411E+04 2.000E+05
 6.00827669E-03  37097.3 5.094E+02 5.170E+13 6.122E-01 1.415E+04 2.000E+05
 7.68236016E-03  37527.2 6.530E+02 6.550E+13 6.472E-01 1.429E+04 2.000E+05
 9.79034477E-03  37955.9 8.334E+02 8.265E+13 6.865E-01 1.451E+04 2.000E+05
 1.24357874E-02  38382.8 1.059E+03 1.039E+14 7.307E-01 1.483E+04 2.000E+05
 1.57423352E-02  38809.6 1.340E+03 1.299E+14 7.812E-01 1.526E+04 2.000E+05
 1.98601489E-02  39239.3 1.688E+03 1.619E+14 8.377E-01 1.581E+04 2.000E+05
 2.49744187E-02  39675.6 2.117E+03 2.007E+14 9.005E-01 1.649E+04 2.000E+05
 3.13087036E-02  40123.9 2.643E+03 2.479E+14 9.709E-01 1.727E+04 2.000E+05
 3.91323588E-02  40591.3 3.287E+03 3.046E+14 1.050E+00 1.818E+04 2.000E+05
 4.87693807E-02  41091.2 4.070E+03 3.727E+14 1.138E+00 1.921E+04 2.000E+05
 6.06268103E-02  41638.0 5.022E+03 4.537E+14 1.233E+00 2.031E+04 2.000E+05
 7.52304931E-02  42249.4 6.177E+03 5.501E+14 1.333E+00 2.144E+04 2.000E+05
 9.32539495E-02  42944.0 7.582E+03 6.644E+14 1.439E+00 2.254E+04 2.000E+05
 1.15573014E-01  43740.5 9.299E+03 8.002E+14 1.546E+00 2.357E+04 2.000E+05
 1.43319724E-01  44662.2 1.141E+04 9.616E+14 1.655E+00 2.449E+04 2.000E+05
 1.77991489E-01  45714.3 1.401E+04 1.154E+15 1.761E+00 2.518E+04 2.000E+05
 2.21616053E-01  46930.6 1.726E+04 1.386E+15 1.860E+00 2.572E+04 2.000E+05
 2.76954945E-01  48336.8 2.136E+04 1.666E+15 1.947E+00 2.606E+04 2.000E+05
 3.47805508E-01  49963.0 2.659E+04 2.006E+15 2.017E+00 2.623E+04 2.000E+05
 4.39772383E-01  51822.1 3.339E+04 2.429E+15 2.056E+00 2.597E+04 2.000E+05
 5.60711550E-01  53949.8 4.236E+04 2.961E+15 2.075E+00 2.566E+04 2.000E+05
 7.21483701E-01  56397.1 5.434E+04 3.634E+15 2.069E+00 2.527E+04 2.000E+05
 9.38273464E-01  59180.5 7.062E+04 4.501E+15 2.032E+00 2.455E+04 2.000E+05
 1.23454328E+00  62356.2 9.310E+04 5.632E+15 1.972E+00 2.375E+04 2.000E+05
 1.64219690E+00  65955.2 1.243E+05 7.111E+15 1.911E+00 2.299E+04 2.000E+05
 2.20485041E+00  69991.5 1.679E+05 9.050E+15 1.842E+00 2.211E+04 2.000E+05
 2.97959360E+00  74473.7 2.286E+05 1.158E+16 1.792E+00 2.143E+04 2.000E+05
 4.04250752E+00  79387.9 3.125E+05 1.485E+16 1.742E+00 2.073E+04 2.000E+05
 5.47784854E+00  84752.7 4.264E+05 1.898E+16 1.743E+00 2.060E+04 2.000E+05
 7.39262239E+00  90591.8 5.785E+05 2.409E+16 1.740E+00 2.054E+04 2.000E+05
 9.93555288E+00  96938.8 7.804E+05 3.037E+16 1.758E+00 2.062E+04 2.000E+05
 1.32946563E+01 103833.2 1.047E+06 3.802E+16 1.774E+00 2.080E+04 2.000E+05
 1.77279429E+01 111303.4 1.398E+06 4.736E+16 1.794E+00 2.096E+04 2.000E+05
 2.35648286E+01 119398.4 1.858E+06 5.869E+16 1.819E+00 2.131E+04 2.000E+05
 3.12646336E+01 128129.0 2.463E+06 7.251E+16 1.834E+00 2.145E+04 2.000E+05
 4.14424178E+01 137615.6 3.262E+06 8.940E+16 1.850E+00 2.161E+04 2.000E+05
 5.49433842E+01 147755.7 4.325E+06 1.104E+17 1.855E+00 2.083E+04 2.000E+05
PRADK 1.1322E+04
BEGIN                    ITERATION   6 COMPLETED
