TEFF  40000.  GRAVITY 4.50000 LTE 
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S                                        
 1.50459668E-04  24754.8 2.776E+00 4.093E+11 3.902E-01 1.201E+04 2.000E+05
 1.98058564E-04  25145.0 3.716E+00 5.398E+11 3.975E-01 1.171E+04 2.000E+05
 2.60541059E-04  25541.9 5.003E+00 7.161E+11 4.030E-01 1.032E+04 2.000E+05
 3.42587315E-04  25906.3 6.791E+00 9.589E+11 4.099E-01 9.435E+03 2.000E+05
 4.49980800E-04  26254.9 9.206E+00 1.283E+12 4.182E-01 8.889E+03 2.000E+05
 5.90193671E-04  26597.3 1.243E+01 1.710E+12 4.276E-01 8.453E+03 2.000E+05
 7.72791794E-04  26938.5 1.669E+01 2.268E+12 4.385E-01 8.155E+03 2.000E+05
 1.00979365E-03  27285.7 2.227E+01 2.990E+12 4.513E-01 7.979E+03 2.000E+05
 1.31626324E-03  27642.1 2.953E+01 3.914E+12 4.662E-01 7.903E+03 2.000E+05
 1.71137454E-03  28008.0 3.892E+01 5.093E+12 4.826E-01 7.808E+03 2.000E+05
 2.22038847E-03  28377.9 5.110E+01 6.603E+12 4.995E-01 7.574E+03 2.000E+05
 2.87614094E-03  28747.2 6.697E+01 8.545E+12 5.173E-01 7.296E+03 2.000E+05
 3.71884753E-03  29114.4 8.754E+01 1.103E+13 5.378E-01 7.136E+03 2.000E+05
 4.79813322E-03  29486.2 1.140E+02 1.420E+13 5.608E-01 7.017E+03 2.000E+05
 6.17610871E-03  29862.3 1.480E+02 1.820E+13 5.867E-01 6.937E+03 2.000E+05
 7.92841836E-03  30241.2 1.913E+02 2.323E+13 6.166E-01 6.933E+03 2.000E+05
 1.01468498E-02  30623.2 2.460E+02 2.952E+13 6.508E-01 7.004E+03 2.000E+05
 1.29429699E-02  31010.6 3.146E+02 3.729E+13 6.900E-01 7.157E+03 2.000E+05
 1.64556123E-02  31410.2 4.003E+02 4.686E+13 7.331E-01 7.306E+03 2.000E+05
 2.08616372E-02  31819.0 5.071E+02 5.864E+13 7.797E-01 7.433E+03 2.000E+05
 2.63858063E-02  32235.0 6.404E+02 7.314E+13 8.295E-01 7.542E+03 2.000E+05
 3.32976225E-02  32656.7 8.062E+02 9.092E+13 8.856E-01 7.738E+03 2.000E+05
 4.19170529E-02  33094.5 1.011E+03 1.126E+14 9.484E-01 8.006E+03 2.000E+05
 5.26377981E-02  33557.9 1.262E+03 1.387E+14 1.018E+00 8.310E+03 2.000E+05
 6.59334260E-02  34055.8 1.570E+03 1.702E+14 1.096E+00 8.684E+03 2.000E+05
 8.23718057E-02  34603.9 1.944E+03 2.076E+14 1.184E+00 9.105E+03 2.000E+05
 1.02643406E-01  35219.1 2.395E+03 2.517E+14 1.281E+00 9.556E+03 2.000E+05
 1.27647294E-01  35916.6 2.942E+03 3.038E+14 1.383E+00 9.932E+03 2.000E+05
 1.58594031E-01  36704.0 3.609E+03 3.654E+14 1.488E+00 1.021E+04 2.000E+05
 1.96999184E-01  37593.1 4.426E+03 4.387E+14 1.597E+00 1.046E+04 2.000E+05
 2.44792520E-01  38602.1 5.432E+03 5.256E+14 1.708E+00 1.067E+04 2.000E+05
 3.04574211E-01  39753.4 6.679E+03 6.291E+14 1.816E+00 1.084E+04 2.000E+05
 3.79772013E-01  41055.4 8.237E+03 7.529E+14 1.920E+00 1.095E+04 2.000E+05
 4.75139782E-01  42534.8 1.021E+04 9.020E+14 2.008E+00 1.099E+04 2.000E+05
 5.97140877E-01  44198.9 1.272E+04 1.083E+15 2.086E+00 1.102E+04 2.000E+05
 7.54909231E-01  46097.4 1.598E+04 1.306E+15 2.137E+00 1.093E+04 2.000E+05
 9.61085448E-01  48205.9 2.026E+04 1.584E+15 2.172E+00 1.082E+04 2.000E+05
 1.23372331E+00  50618.3 2.595E+04 1.934E+15 2.173E+00 1.066E+04 2.000E+05
 1.60083546E+00  53318.4 3.371E+04 2.385E+15 2.135E+00 1.033E+04 2.000E+05
 2.10127984E+00  56376.5 4.443E+04 2.974E+15 2.080E+00 1.006E+04 2.000E+05
 2.79059257E+00  59809.2 5.944E+04 3.751E+15 2.001E+00 9.644E+03 2.000E+05
 3.75069985E+00  63636.9 8.074E+04 4.789E+15 1.910E+00 9.241E+03 2.000E+05
 5.09047499E+00  67899.6 1.110E+05 6.171E+15 1.830E+00 8.843E+03 2.000E+05
 6.94732719E+00  72537.1 1.536E+05 7.994E+15 1.768E+00 8.538E+03 2.000E+05
 9.50307068E+00  77623.6 2.130E+05 1.035E+16 1.718E+00 8.297E+03 2.000E+05
 1.29803085E+01  83108.8 2.943E+05 1.337E+16 1.696E+00 8.161E+03 2.000E+05
 1.76583544E+01  89086.2 4.042E+05 1.712E+16 1.689E+00 8.145E+03 2.000E+05
 2.38641126E+01  95531.2 5.498E+05 2.172E+16 1.709E+00 8.181E+03 2.000E+05
 3.20619972E+01 102514.0 7.416E+05 2.730E+16 1.721E+00 8.263E+03 2.000E+05
 4.29380817E+01 110064.3 9.957E+05 3.414E+16 1.728E+00 8.235E+03 2.000E+05
 5.73103920E+01 118171.4 1.333E+06 4.258E+16 1.753E+00 8.033E+03 2.000E+05
PRADK 4.6938E+03
BEGIN                    ITERATION   6 COMPLETED
