TEFF  45000.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [+0.5]   VTURB 2.0 KM/S
 1.34726852E-04  27800.2 8.322E+00 1.113E+12 4.452E-01 3.029E+04 2.000E+05
 1.76289465E-04  28212.2 1.125E+01 1.483E+12 4.570E-01 2.904E+04 2.000E+05
 2.30308627E-04  28619.2 1.515E+01 1.971E+12 4.687E-01 2.639E+04 2.000E+05
 3.00472133E-04  29002.6 2.039E+01 2.618E+12 4.817E-01 2.450E+04 2.000E+05
 3.91395648E-04  29371.8 2.732E+01 3.464E+12 4.962E-01 2.313E+04 2.000E+05
 5.08983946E-04  29731.4 3.643E+01 4.564E+12 5.122E-01 2.200E+04 2.000E+05
 6.60683630E-04  30086.4 4.833E+01 5.983E+12 5.302E-01 2.115E+04 2.000E+05
 8.55739567E-04  30443.3 6.377E+01 7.801E+12 5.508E-01 2.064E+04 2.000E+05
 1.10563656E-03  30808.9 8.364E+01 1.011E+13 5.743E-01 2.034E+04 2.000E+05
 1.42466173E-03  31187.4 1.091E+02 1.303E+13 6.010E-01 2.015E+04 2.000E+05
 1.83037467E-03  31580.4 1.415E+02 1.669E+13 6.313E-01 2.003E+04 2.000E+05
 2.34484736E-03  31987.0 1.828E+02 2.129E+13 6.645E-01 1.960E+04 2.000E+05
 2.99595765E-03  32401.2 2.353E+02 2.706E+13 7.009E-01 1.919E+04 2.000E+05
 3.81806310E-03  32822.1 3.018E+02 3.429E+13 7.411E-01 1.885E+04 2.000E+05
 4.85366043E-03  33248.3 3.861E+02 4.331E+13 7.855E-01 1.849E+04 2.000E+05
 6.15422129E-03  33676.6 4.922E+02 5.453E+13 8.355E-01 1.829E+04 2.000E+05
 7.78163675E-03  34110.5 6.252E+02 6.840E+13 8.919E-01 1.827E+04 2.000E+05
 9.81122773E-03  34554.2 7.910E+02 8.544E+13 9.552E-01 1.838E+04 2.000E+05
 1.23348569E-02  35011.2 9.967E+02 1.063E+14 1.026E+00 1.861E+04 2.000E+05
 1.54609676E-02  35485.5 1.251E+03 1.316E+14 1.107E+00 1.890E+04 2.000E+05
 1.93202284E-02  35973.2 1.563E+03 1.624E+14 1.197E+00 1.911E+04 2.000E+05
 2.40762539E-02  36470.7 1.947E+03 1.996E+14 1.296E+00 1.945E+04 2.000E+05
 2.99313810E-02  36985.6 2.417E+03 2.444E+14 1.404E+00 1.990E+04 2.000E+05
 3.71364939E-02  37527.2 2.993E+03 2.984E+14 1.522E+00 2.046E+04 2.000E+05
 4.59954323E-02  38107.1 3.694E+03 3.629E+14 1.651E+00 2.111E+04 2.000E+05
 5.68781078E-02  38737.5 4.549E+03 4.399E+14 1.793E+00 2.186E+04 2.000E+05
 7.02551069E-02  39435.7 5.588E+03 5.313E+14 1.943E+00 2.267E+04 2.000E+05
 8.67176864E-02  40216.9 6.855E+03 6.397E+14 2.104E+00 2.348E+04 2.000E+05
 1.07020996E-01  41095.1 8.400E+03 7.679E+14 2.271E+00 2.423E+04 2.000E+05
 1.32182839E-01  42092.9 1.030E+04 9.200E+14 2.437E+00 2.489E+04 2.000E+05
 1.63519687E-01  43227.0 1.264E+04 1.101E+15 2.604E+00 2.548E+04 2.000E+05
 2.02815131E-01  44523.1 1.556E+04 1.317E+15 2.756E+00 2.591E+04 2.000E+05
 2.52540997E-01  45990.2 1.924E+04 1.577E+15 2.893E+00 2.611E+04 2.000E+05
 3.16005768E-01  47656.1 2.393E+04 1.894E+15 3.010E+00 2.620E+04 2.000E+05
 3.97716376E-01  49550.1 2.995E+04 2.282E+15 3.102E+00 2.619E+04 2.000E+05
 5.04379611E-01  51694.1 3.785E+04 2.765E+15 3.144E+00 2.575E+04 2.000E+05
 6.45617130E-01  54110.2 4.838E+04 3.377E+15 3.149E+00 2.522E+04 2.000E+05
 8.34645886E-01  56849.0 6.257E+04 4.157E+15 3.121E+00 2.466E+04 2.000E+05
 1.09131337E+00  59938.2 8.202E+04 5.169E+15 3.042E+00 2.375E+04 2.000E+05
 1.44431415E+00  63424.2 1.091E+05 6.499E+15 2.933E+00 2.285E+04 2.000E+05
 1.93064501E+00  67317.7 1.468E+05 8.238E+15 2.851E+00 2.218E+04 2.000E+05
 2.60206164E+00  71669.5 1.994E+05 1.051E+16 2.735E+00 2.125E+04 2.000E+05
 3.53116751E+00  76430.3 2.729E+05 1.349E+16 2.656E+00 2.060E+04 2.000E+05
 4.80318797E+00  81676.8 3.742E+05 1.731E+16 2.596E+00 2.008E+04 2.000E+05
 6.52288522E+00  87340.0 5.118E+05 2.214E+16 2.580E+00 1.995E+04 2.000E+05
 8.82118246E+00  93546.2 6.959E+05 2.810E+16 2.583E+00 1.987E+04 2.000E+05
 1.18741424E+01 100227.0 9.403E+05 3.544E+16 2.599E+00 1.999E+04 2.000E+05
 1.59128505E+01 107512.9 1.263E+06 4.439E+16 2.624E+00 2.008E+04 2.000E+05
 2.12383799E+01 115335.9 1.688E+06 5.530E+16 2.657E+00 2.037E+04 2.000E+05
 2.82723876E+01 123861.1 2.248E+06 6.856E+16 2.675E+00 2.046E+04 2.000E+05
 3.75371177E+01 132975.7 2.987E+06 8.487E+16 2.724E+00 1.991E+04 2.000E+05
PRADK 7.4767E+03
BEGIN                    ITERATION  10 COMPLETED
