TEFF  45000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.3]   VTURB 2.0 KM/S                                        
 1.36948879E-04  27933.4 9.154E+00 1.218E+12 4.351E-01 2.707E+04 2.000E+05
 1.79532643E-04  28363.6 1.230E+01 1.613E+12 4.454E-01 2.531E+04 2.000E+05
 2.35012913E-04  28779.7 1.650E+01 2.135E+12 4.559E-01 2.308E+04 2.000E+05
 3.07214351E-04  29176.6 2.212E+01 2.824E+12 4.677E-01 2.143E+04 2.000E+05
 4.00957685E-04  29563.2 2.955E+01 3.723E+12 4.808E-01 2.014E+04 2.000E+05
 5.22413704E-04  29940.1 3.933E+01 4.893E+12 4.954E-01 1.898E+04 2.000E+05
 6.79337942E-04  30306.3 5.211E+01 6.406E+12 5.122E-01 1.818E+04 2.000E+05
 8.81349368E-04  30667.5 6.869E+01 8.344E+12 5.315E-01 1.771E+04 2.000E+05
 1.14046126E-03  31034.1 9.005E+01 1.081E+13 5.536E-01 1.749E+04 2.000E+05
 1.47160963E-03  31412.0 1.174E+02 1.392E+13 5.786E-01 1.735E+04 2.000E+05
 1.89333076E-03  31802.4 1.523E+02 1.784E+13 6.068E-01 1.715E+04 2.000E+05
 2.42899525E-03  32201.8 1.968E+02 2.277E+13 6.377E-01 1.682E+04 2.000E+05
 3.10786531E-03  32609.1 2.533E+02 2.895E+13 6.718E-01 1.655E+04 2.000E+05
 3.96605954E-03  33022.7 3.250E+02 3.669E+13 7.095E-01 1.632E+04 2.000E+05
 5.04808661E-03  33440.9 4.157E+02 4.635E+13 7.515E-01 1.607E+04 2.000E+05
 6.40770589E-03  33858.6 5.299E+02 5.836E+13 7.991E-01 1.600E+04 2.000E+05
 8.10977196E-03  34279.7 6.728E+02 7.321E+13 8.526E-01 1.609E+04 2.000E+05
 1.02332285E-02  34707.3 8.508E+02 9.145E+13 9.128E-01 1.630E+04 2.000E+05
 1.28735918E-02  35146.5 1.071E+03 1.137E+14 9.806E-01 1.662E+04 2.000E+05
 1.61439432E-02  35598.3 1.343E+03 1.408E+14 1.058E+00 1.699E+04 2.000E+05
 2.01822791E-02  36061.8 1.678E+03 1.737E+14 1.143E+00 1.735E+04 2.000E+05
 2.51604059E-02  36535.6 2.088E+03 2.134E+14 1.238E+00 1.782E+04 2.000E+05
 3.12888746E-02  37027.9 2.590E+03 2.613E+14 1.341E+00 1.841E+04 2.000E+05
 3.88280797E-02  37548.6 3.202E+03 3.188E+14 1.455E+00 1.910E+04 2.000E+05
 4.80906487E-02  38110.6 3.948E+03 3.874E+14 1.580E+00 1.986E+04 2.000E+05
 5.94600566E-02  38725.2 4.855E+03 4.691E+14 1.716E+00 2.070E+04 2.000E+05
 7.34261528E-02  39410.7 5.956E+03 5.659E+14 1.862E+00 2.158E+04 2.000E+05
 9.06048565E-02  40182.7 7.295E+03 6.806E+14 2.017E+00 2.243E+04 2.000E+05
 1.11786562E-01  41054.3 8.930E+03 8.162E+14 2.178E+00 2.320E+04 2.000E+05
 1.38012553E-01  42045.8 1.093E+04 9.769E+14 2.340E+00 2.387E+04 2.000E+05
 1.70653212E-01  43175.5 1.341E+04 1.168E+15 2.499E+00 2.443E+04 2.000E+05
 2.11582929E-01  44467.7 1.649E+04 1.396E+15 2.646E+00 2.483E+04 2.000E+05
 2.63370707E-01  45930.3 2.038E+04 1.672E+15 2.777E+00 2.500E+04 2.000E+05
 3.29476359E-01  47591.8 2.534E+04 2.007E+15 2.889E+00 2.503E+04 2.000E+05
 4.14608360E-01  49475.4 3.172E+04 2.418E+15 2.977E+00 2.499E+04 2.000E+05
 5.25715857E-01  51611.8 4.008E+04 2.930E+15 3.018E+00 2.458E+04 2.000E+05
 6.72883832E-01  54018.8 5.122E+04 3.578E+15 3.020E+00 2.405E+04 2.000E+05
 8.70197285E-01  56757.1 6.626E+04 4.406E+15 2.986E+00 2.351E+04 2.000E+05
 1.13882184E+00  59843.6 8.692E+04 5.483E+15 2.903E+00 2.263E+04 2.000E+05
 1.50937386E+00  63347.0 1.158E+05 6.899E+15 2.792E+00 2.176E+04 2.000E+05
 2.02173822E+00  67247.7 1.560E+05 8.761E+15 2.699E+00 2.101E+04 2.000E+05
 2.73251841E+00  71620.8 2.125E+05 1.120E+16 2.580E+00 2.008E+04 2.000E+05
 3.71940075E+00  76399.8 2.918E+05 1.442E+16 2.497E+00 1.937E+04 2.000E+05
 5.07131036E+00  81641.2 4.011E+05 1.855E+16 2.445E+00 1.892E+04 2.000E+05
 6.90048044E+00  87331.5 5.496E+05 2.376E+16 2.423E+00 1.874E+04 2.000E+05
 9.34767843E+00  93523.3 7.486E+05 3.022E+16 2.426E+00 1.867E+04 2.000E+05
 1.25986072E+01 100222.4 1.013E+06 3.815E+16 2.441E+00 1.879E+04 2.000E+05
 1.68924320E+01 107493.3 1.361E+06 4.781E+16 2.471E+00 1.891E+04 2.000E+05
 2.25485240E+01 115333.9 1.819E+06 5.955E+16 2.501E+00 1.918E+04 2.000E+05
 3.00219295E+01 123847.4 2.423E+06 7.385E+16 2.518E+00 1.925E+04 2.000E+05
 3.98748819E+01 132969.6 3.221E+06 9.144E+16 2.559E+00 1.875E+04 2.000E+05
PRADK 7.4811E+03
BEGIN                    ITERATION   6 COMPLETED
