TEFF  45000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S                                        
 1.43708757E-04  28206.1 1.116E+01 1.469E+12 4.107E-01 2.004E+04 2.000E+05
 1.88940360E-04  28669.9 1.482E+01 1.922E+12 4.184E-01 1.810E+04 2.000E+05
 2.48105950E-04  29111.9 1.971E+01 2.520E+12 4.269E-01 1.659E+04 2.000E+05
 3.25343794E-04  29538.6 2.620E+01 3.304E+12 4.365E-01 1.544E+04 2.000E+05
 4.25967358E-04  29953.1 3.476E+01 4.324E+12 4.473E-01 1.451E+04 2.000E+05
 5.56731730E-04  30365.0 4.599E+01 5.646E+12 4.596E-01 1.372E+04 2.000E+05
 7.26143786E-04  30774.5 6.067E+01 7.350E+12 4.738E-01 1.313E+04 2.000E+05
 9.44872374E-04  31182.6 7.972E+01 9.535E+12 4.902E-01 1.270E+04 2.000E+05
 1.22626378E-03  31589.6 1.043E+02 1.232E+13 5.090E-01 1.244E+04 2.000E+05
 1.58705878E-03  31988.5 1.360E+02 1.586E+13 5.302E-01 1.201E+04 2.000E+05
 2.04820435E-03  32373.9 1.766E+02 2.035E+13 5.540E-01 1.178E+04 2.000E+05
 2.63573878E-03  32756.7 2.285E+02 2.602E+13 5.807E-01 1.167E+04 2.000E+05
 3.38206493E-03  33142.8 2.944E+02 3.314E+13 6.105E-01 1.163E+04 2.000E+05
 4.32729375E-03  33533.5 3.780E+02 4.205E+13 6.438E-01 1.159E+04 2.000E+05
 5.52029251E-03  33922.2 4.834E+02 5.316E+13 6.815E-01 1.164E+04 2.000E+05
 7.02018154E-03  34307.1 6.158E+02 6.696E+13 7.242E-01 1.181E+04 2.000E+05
 8.89871982E-03  34688.4 7.813E+02 8.400E+13 7.724E-01 1.210E+04 2.000E+05
 1.12430497E-02  35070.7 9.868E+02 1.049E+14 8.268E-01 1.252E+04 2.000E+05
 1.41570263E-02  35459.2 1.241E+03 1.305E+14 8.888E-01 1.303E+04 2.000E+05
 1.77660342E-02  35856.4 1.554E+03 1.616E+14 9.583E-01 1.355E+04 2.000E+05
 2.22241432E-02  36259.3 1.938E+03 1.993E+14 1.036E+00 1.417E+04 2.000E+05
 2.77186485E-02  36673.9 2.408E+03 2.448E+14 1.122E+00 1.491E+04 2.000E+05
 3.44783151E-02  37109.5 2.980E+03 2.995E+14 1.217E+00 1.577E+04 2.000E+05
 4.27803199E-02  37580.6 3.675E+03 3.648E+14 1.322E+00 1.668E+04 2.000E+05
 5.29605733E-02  38098.5 4.518E+03 4.426E+14 1.439E+00 1.766E+04 2.000E+05
 6.54360331E-02  38678.3 5.539E+03 5.348E+14 1.565E+00 1.866E+04 2.000E+05
 8.07334100E-02  39337.4 6.776E+03 6.437E+14 1.701E+00 1.964E+04 2.000E+05
 9.95211757E-02  40091.2 8.277E+03 7.724E+14 1.845E+00 2.053E+04 2.000E+05
 1.22661549E-01  40949.1 1.011E+04 9.244E+14 1.994E+00 2.125E+04 2.000E+05
 1.51259877E-01  41925.4 1.235E+04 1.105E+15 2.148E+00 2.187E+04 2.000E+05
 1.86802917E-01  43041.5 1.512E+04 1.319E+15 2.296E+00 2.233E+04 2.000E+05
 2.31350736E-01  44318.3 1.857E+04 1.575E+15 2.432E+00 2.262E+04 2.000E+05
 2.87697759E-01  45765.7 2.293E+04 1.885E+15 2.553E+00 2.269E+04 2.000E+05
 3.59656760E-01  47407.0 2.849E+04 2.263E+15 2.653E+00 2.264E+04 2.000E+05
 4.52436828E-01  49270.2 3.567E+04 2.728E+15 2.730E+00 2.253E+04 2.000E+05
 5.73721182E-01  51387.3 4.509E+04 3.307E+15 2.762E+00 2.217E+04 2.000E+05
 7.34885445E-01  53785.0 5.767E+04 4.043E+15 2.752E+00 2.169E+04 2.000E+05
 9.52064738E-01  56528.9 7.474E+04 4.985E+15 2.705E+00 2.118E+04 2.000E+05
 1.24967069E+00  59641.7 9.832E+04 6.217E+15 2.610E+00 2.034E+04 2.000E+05
 1.66272748E+00  63175.1 1.314E+05 7.844E+15 2.501E+00 1.955E+04 2.000E+05
 2.23809788E+00  67133.5 1.779E+05 9.997E+15 2.393E+00 1.871E+04 2.000E+05
 3.04177708E+00  71533.1 2.437E+05 1.285E+16 2.282E+00 1.780E+04 2.000E+05
 4.15811011E+00  76339.7 3.358E+05 1.659E+16 2.207E+00 1.716E+04 2.000E+05
 5.68624585E+00  81599.0 4.627E+05 2.139E+16 2.164E+00 1.676E+04 2.000E+05
 7.75377496E+00  87293.4 6.351E+05 2.744E+16 2.143E+00 1.657E+04 2.000E+05
 1.05216264E+01  93493.3 8.661E+05 3.494E+16 2.145E+00 1.652E+04 2.000E+05
 1.41909146E+01 100191.5 1.172E+06 4.412E+16 2.166E+00 1.667E+04 2.000E+05
 1.90313395E+01 107474.3 1.575E+06 5.528E+16 2.192E+00 1.681E+04 2.000E+05
 2.54071688E+01 115314.7 2.105E+06 6.884E+16 2.219E+00 1.705E+04 2.000E+05
 3.38287873E+01 123842.2 2.803E+06 8.536E+16 2.235E+00 1.712E+04 2.000E+05
 4.49322975E+01 132962.4 3.725E+06 1.057E+17 2.270E+00 1.671E+04 2.000E+05
PRADK 7.4787E+03
BEGIN                    ITERATION   6 COMPLETED
