TEFF  40000.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [+0.5]   VTURB 2.0 KM/S
 1.34512688E-04  25123.3 1.027E+01 1.487E+12 4.518E-01 2.087E+04 2.000E+05
 1.75559980E-04  25472.1 1.356E+01 1.938E+12 4.620E-01 1.884E+04 2.000E+05
 2.28977666E-04  25803.4 1.793E+01 2.531E+12 4.744E-01 1.750E+04 2.000E+05
 2.98195224E-04  26128.4 2.368E+01 3.300E+12 4.891E-01 1.664E+04 2.000E+05
 3.87511600E-04  26456.7 3.115E+01 4.288E+12 5.064E-01 1.611E+04 2.000E+05
 5.02370229E-04  26792.2 4.082E+01 5.550E+12 5.258E-01 1.556E+04 2.000E+05
 6.49626164E-04  27130.2 5.328E+01 7.157E+12 5.479E-01 1.516E+04 2.000E+05
 8.37730187E-04  27471.5 6.927E+01 9.190E+12 5.730E-01 1.493E+04 2.000E+05
 1.07707989E-03  27818.9 8.964E+01 1.175E+13 6.016E-01 1.487E+04 2.000E+05
 1.38070277E-03  28175.9 1.155E+02 1.495E+13 6.328E-01 1.483E+04 2.000E+05
 1.76680328E-03  28543.3 1.485E+02 1.898E+13 6.621E-01 1.414E+04 2.000E+05
 2.25765624E-03  28904.3 1.908E+02 2.408E+13 6.963E-01 1.373E+04 2.000E+05
 2.87838660E-03  29267.7 2.444E+02 3.048E+13 7.361E-01 1.352E+04 2.000E+05
 3.65934130E-03  29636.8 3.119E+02 3.843E+13 7.820E-01 1.348E+04 2.000E+05
 4.63772385E-03  30013.1 3.966E+02 4.826E+13 8.338E-01 1.343E+04 2.000E+05
 5.85868845E-03  30391.0 5.023E+02 6.037E+13 8.929E-01 1.352E+04 2.000E+05
 7.37583336E-03  30774.1 6.333E+02 7.520E+13 9.602E-01 1.373E+04 2.000E+05
 9.25312006E-03  31166.2 7.950E+02 9.324E+13 1.037E+00 1.406E+04 2.000E+05
 1.15659725E-02  31571.0 9.932E+02 1.150E+14 1.124E+00 1.453E+04 2.000E+05
 1.44228462E-02  31996.6 1.237E+03 1.415E+14 1.209E+00 1.458E+04 2.000E+05
 1.79588574E-02  32424.0 1.539E+03 1.738E+14 1.305E+00 1.479E+04 2.000E+05
 2.23163792E-02  32862.9 1.909E+03 2.128E+14 1.416E+00 1.519E+04 2.000E+05
 2.76629659E-02  33323.4 2.361E+03 2.597E+14 1.541E+00 1.575E+04 2.000E+05
 3.41979237E-02  33816.6 2.910E+03 3.156E+14 1.685E+00 1.645E+04 2.000E+05
 4.21570575E-02  34355.2 3.571E+03 3.818E+14 1.848E+00 1.723E+04 2.000E+05
 5.18209936E-02  34951.0 4.367E+03 4.595E+14 2.031E+00 1.806E+04 2.000E+05
 6.35386314E-02  35615.4 5.322E+03 5.505E+14 2.233E+00 1.886E+04 2.000E+05
 7.78174787E-02  36354.9 6.477E+03 6.577E+14 2.434E+00 1.936E+04 2.000E+05
 9.52895645E-02  37174.9 7.882E+03 7.846E+14 2.653E+00 1.987E+04 2.000E+05
 1.16684721E-01  38090.3 9.591E+03 9.344E+14 2.886E+00 2.034E+04 2.000E+05
 1.42912798E-01  39118.2 1.167E+04 1.111E+15 3.138E+00 2.078E+04 2.000E+05
 1.75148448E-01  40269.6 1.422E+04 1.318E+15 3.396E+00 2.117E+04 2.000E+05
 2.15094617E-01  41561.9 1.737E+04 1.564E+15 3.633E+00 2.139E+04 2.000E+05
 2.65206398E-01  43020.2 2.130E+04 1.858E+15 3.839E+00 2.150E+04 2.000E+05
 3.28918288E-01  44673.0 2.630E+04 2.214E+15 4.001E+00 2.153E+04 2.000E+05
 4.10757076E-01  46533.4 3.273E+04 2.649E+15 4.139E+00 2.147E+04 2.000E+05
 5.16728013E-01  48637.3 4.105E+04 3.183E+15 4.242E+00 2.140E+04 2.000E+05
 6.55900689E-01  51008.6 5.201E+04 3.848E+15 4.268E+00 2.110E+04 2.000E+05
 8.42349567E-01  53690.5 6.678E+04 4.696E+15 4.212E+00 2.049E+04 2.000E+05
 1.09550175E+00  56697.7 8.697E+04 5.793E+15 4.117E+00 1.997E+04 2.000E+05
 1.44439726E+00  60098.5 1.151E+05 7.231E+15 3.945E+00 1.902E+04 2.000E+05
 1.93074077E+00  63878.8 1.546E+05 9.144E+15 3.776E+00 1.828E+04 2.000E+05
 2.60985796E+00  68098.1 2.104E+05 1.167E+16 3.600E+00 1.739E+04 2.000E+05
 3.55997251E+00  72698.4 2.893E+05 1.504E+16 3.433E+00 1.658E+04 2.000E+05
 4.88232274E+00  77762.2 4.001E+05 1.944E+16 3.310E+00 1.596E+04 2.000E+05
 6.69009088E+00  83218.7 5.523E+05 2.507E+16 3.251E+00 1.565E+04 2.000E+05
 9.15345440E+00  89179.9 7.606E+05 3.222E+16 3.171E+00 1.531E+04 2.000E+05
 1.24652277E+01  95603.4 1.041E+06 4.114E+16 3.197E+00 1.531E+04 2.000E+05
 1.68470349E+01 102563.6 1.412E+06 5.200E+16 3.222E+00 1.547E+04 2.000E+05
 2.26440701E+01 110104.7 1.902E+06 6.524E+16 3.248E+00 1.548E+04 2.000E+05
 3.03056598E+01 118202.4 2.552E+06 8.154E+16 3.280E+00 1.486E+04 2.000E+05
PRADK 4.7062E+03
BEGIN                    ITERATION   6 COMPLETED
