TEFF  40000.  GRAVITY 4.50000 LTE
TITLE SDSC GRID  [-4.0]   VTURB 2.0 KM/S
 1.61981569E-04  29245.8 4.847E+00 6.230E+11 3.497E-01 1.729E+03 2.000E+05
 2.15469708E-04  29326.9 6.445E+00 8.254E+11 3.516E-01 1.742E+03 2.000E+05
 2.86359020E-04  29411.5 8.563E+00 1.092E+12 3.540E-01 1.758E+03 2.000E+05
 3.80156284E-04  29496.5 1.136E+01 1.443E+12 3.571E-01 1.779E+03 2.000E+05
 5.04015246E-04  29584.6 1.506E+01 1.905E+12 3.610E-01 1.806E+03 2.000E+05
 6.67167812E-04  29675.2 1.992E+01 2.508E+12 3.660E-01 1.842E+03 2.000E+05
 8.81467237E-04  29785.8 2.630E+01 3.293E+12 3.721E-01 1.888E+03 2.000E+05
 1.16207822E-03  29911.6 3.463E+01 4.312E+12 3.795E-01 1.945E+03 2.000E+05
 1.52833846E-03  30082.8 4.549E+01 5.625E+12 3.884E-01 2.010E+03 2.000E+05
 2.00479606E-03  30254.5 5.958E+01 7.315E+12 3.988E-01 2.091E+03 2.000E+05
 2.62247377E-03  30440.9 7.779E+01 9.481E+12 4.108E-01 2.188E+03 2.000E+05
 3.42054274E-03  30646.3 1.012E+02 1.224E+13 4.247E-01 2.301E+03 2.000E+05
 4.44828252E-03  30865.2 1.313E+02 1.575E+13 4.405E-01 2.428E+03 2.000E+05
 5.76750162E-03  31101.8 1.697E+02 2.018E+13 4.583E-01 2.569E+03 2.000E+05
 7.45524388E-03  31329.0 2.186E+02 2.579E+13 4.785E-01 2.736E+03 2.000E+05
 9.60714531E-03  31537.3 2.806E+02 3.284E+13 5.013E-01 2.944E+03 2.000E+05
 1.23420554E-02  31733.3 3.586E+02 4.167E+13 5.267E-01 3.197E+03 2.000E+05
 1.58075470E-02  31932.4 4.566E+02 5.267E+13 5.551E-01 3.493E+03 2.000E+05
 2.01855672E-02  32138.0 5.790E+02 6.630E+13 5.868E-01 3.842E+03 2.000E+05
 2.56997035E-02  32359.4 7.311E+02 8.306E+13 6.222E-01 4.243E+03 2.000E+05
 3.26236106E-02  32598.9 9.190E+02 1.036E+14 6.618E-01 4.701E+03 2.000E+05
 4.12908120E-02  32869.7 1.150E+03 1.285E+14 7.061E-01 5.208E+03 2.000E+05
 5.21057009E-02  33182.7 1.433E+03 1.585E+14 7.557E-01 5.755E+03 2.000E+05
 6.55573147E-02  33551.3 1.777E+03 1.945E+14 8.115E-01 6.320E+03 2.000E+05
 8.22356989E-02  33988.0 2.194E+03 2.372E+14 8.741E-01 6.877E+03 2.000E+05
 1.02851472E-01  34502.8 2.698E+03 2.877E+14 9.442E-01 7.399E+03 2.000E+05
 1.28263856E-01  35102.3 3.308E+03 3.471E+14 1.023E+00 7.863E+03 2.000E+05
 1.59529419E-01  35796.9 4.045E+03 4.171E+14 1.109E+00 8.216E+03 2.000E+05
 1.97956257E-01  36577.5 4.939E+03 4.995E+14 1.204E+00 8.484E+03 2.000E+05
 2.45197572E-01  37451.5 6.027E+03 5.970E+14 1.305E+00 8.678E+03 2.000E+05
 3.03421584E-01  38428.9 7.359E+03 7.123E+14 1.408E+00 8.798E+03 2.000E+05
 3.75586538E-01  39525.3 9.004E+03 8.498E+14 1.509E+00 8.851E+03 2.000E+05
 4.65891784E-01  40757.9 1.106E+04 1.015E+15 1.599E+00 8.833E+03 2.000E+05
 5.80374558E-01  42152.9 1.367E+04 1.216E+15 1.671E+00 8.772E+03 2.000E+05
 7.27681128E-01  43746.0 1.705E+04 1.463E+15 1.719E+00 8.684E+03 2.000E+05
 9.20256387E-01  45572.7 2.147E+04 1.772E+15 1.740E+00 8.565E+03 2.000E+05
 1.17604148E+00  47669.0 2.739E+04 2.163E+15 1.734E+00 8.412E+03 2.000E+05
 1.52092514E+00  50080.7 3.543E+04 2.665E+15 1.703E+00 8.225E+03 2.000E+05
 1.99219117E+00  52840.8 4.651E+04 3.318E+15 1.653E+00 7.995E+03 2.000E+05
 2.64335467E+00  55982.4 6.199E+04 4.175E+15 1.588E+00 7.720E+03 2.000E+05
 3.54989166E+00  59520.1 8.381E+04 5.309E+15 1.518E+00 7.401E+03 2.000E+05
 4.81381714E+00  63444.0 1.146E+05 6.814E+15 1.454E+00 7.086E+03 2.000E+05
 6.56881059E+00  67753.8 1.580E+05 8.792E+15 1.401E+00 6.799E+03 2.000E+05
 8.98750854E+00  72426.8 2.183E+05 1.137E+16 1.361E+00 6.588E+03 2.000E+05
 1.22913544E+01  77528.4 3.013E+05 1.465E+16 1.334E+00 6.438E+03 2.000E+05
 1.67612051E+01  83020.5 4.140E+05 1.881E+16 1.322E+00 6.370E+03 2.000E+05
 2.27521292E+01  89015.2 5.654E+05 2.395E+16 1.320E+00 6.354E+03 2.000E+05
 3.07088466E+01  95452.1 7.663E+05 3.027E+16 1.331E+00 6.401E+03 2.000E+05
 4.12180005E+01 102464.3 1.031E+06 3.794E+16 1.346E+00 6.477E+03 2.000E+05
 5.50568681E+01 110009.5 1.378E+06 4.725E+16 1.363E+00 6.536E+03 2.000E+05
 7.33219633E+01 118134.6 1.838E+06 5.867E+16 1.376E+00 6.393E+03 2.000E+05
PRADK 4.6988E+03
BEGIN                    ITERATION   6 COMPLETED
