TEFF  42500.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [-4.0]   VTURB 2.0 KM/S
 1.59412746E-04  30800.1 1.559E+01 1.902E+12 3.605E-01 2.307E+03 2.000E+05
 2.11100089E-04  30900.1 2.063E+01 2.508E+12 3.651E-01 2.346E+03 2.000E+05
 2.79059965E-04  31005.2 2.727E+01 3.301E+12 3.709E-01 2.396E+03 2.000E+05
 3.68140542E-04  31111.4 3.596E+01 4.333E+12 3.779E-01 2.460E+03 2.000E+05
 4.84506426E-04  31220.2 4.731E+01 5.673E+12 3.864E-01 2.542E+03 2.000E+05
 6.35945023E-04  31331.3 6.206E+01 7.406E+12 3.967E-01 2.649E+03 2.000E+05
 8.32265612E-04  31460.6 8.116E+01 9.633E+12 4.088E-01 2.784E+03 2.000E+05
 1.08578408E-03  31605.3 1.058E+02 1.248E+13 4.229E-01 2.947E+03 2.000E+05
 1.41214318E-03  31831.3 1.374E+02 1.609E+13 4.387E-01 3.106E+03 2.000E+05
 1.83093488E-03  32057.4 1.780E+02 2.066E+13 4.567E-01 3.290E+03 2.000E+05
 2.36633780E-03  32297.0 2.297E+02 2.645E+13 4.772E-01 3.500E+03 2.000E+05
 3.04839725E-03  32539.3 2.954E+02 3.374E+13 5.004E-01 3.742E+03 2.000E+05
 3.91416482E-03  32783.2 3.786E+02 4.288E+13 5.266E-01 4.016E+03 2.000E+05
 5.00888346E-03  33004.1 4.835E+02 5.434E+13 5.564E-01 4.356E+03 2.000E+05
 6.38780004E-03  33204.7 6.151E+02 6.863E+13 5.901E-01 4.782E+03 2.000E+05
 8.11843939E-03  33397.3 7.795E+02 8.636E+13 6.280E-01 5.306E+03 2.000E+05
 1.02832944E-02  33588.6 9.838E+02 1.082E+14 6.706E-01 5.934E+03 2.000E+05
 1.29826422E-02  33799.7 1.237E+03 1.351E+14 7.183E-01 6.641E+03 2.000E+05
 1.63372856E-02  34022.3 1.549E+03 1.679E+14 7.721E-01 7.452E+03 2.000E+05
 2.04915458E-02  34261.9 1.931E+03 2.077E+14 8.328E-01 8.375E+03 2.000E+05
 2.56182296E-02  34526.4 2.398E+03 2.558E+14 9.014E-01 9.411E+03 2.000E+05
 3.19230860E-02  34824.8 2.966E+03 3.135E+14 9.790E-01 1.055E+04 2.000E+05
 3.96512973E-02  35178.4 3.652E+03 3.822E+14 1.067E+00 1.171E+04 2.000E+05
 4.90943491E-02  35594.4 4.480E+03 4.636E+14 1.166E+00 1.284E+04 2.000E+05
 6.06013151E-02  36078.4 5.477E+03 5.595E+14 1.277E+00 1.390E+04 2.000E+05
 7.45890775E-02  36634.5 6.674E+03 6.721E+14 1.403E+00 1.487E+04 2.000E+05
 9.15626612E-02  37271.4 8.112E+03 8.041E+14 1.542E+00 1.571E+04 2.000E+05
 1.12145927E-01  37994.4 9.839E+03 9.585E+14 1.696E+00 1.639E+04 2.000E+05
 1.37129438E-01  38810.3 1.192E+04 1.139E+15 1.861E+00 1.688E+04 2.000E+05
 1.67546533E-01  39724.3 1.444E+04 1.352E+15 2.033E+00 1.722E+04 2.000E+05
 2.04816757E-01  40746.2 1.753E+04 1.603E+15 2.204E+00 1.736E+04 2.000E+05
 2.50918629E-01  41892.7 2.133E+04 1.902E+15 2.363E+00 1.739E+04 2.000E+05
 3.08661636E-01  43188.6 2.611E+04 2.263E+15 2.498E+00 1.731E+04 2.000E+05
 3.82118955E-01  44665.6 3.219E+04 2.703E+15 2.597E+00 1.714E+04 2.000E+05
 4.77284326E-01  46356.7 4.009E+04 3.248E+15 2.649E+00 1.688E+04 2.000E+05
 6.02848523E-01  48302.1 5.054E+04 3.935E+15 2.656E+00 1.658E+04 2.000E+05
 7.71425629E-01  50554.7 6.464E+04 4.813E+15 2.617E+00 1.620E+04 2.000E+05
 1.00143669E+00  53154.4 8.397E+04 5.950E+15 2.540E+00 1.574E+04 2.000E+05
 1.31942896E+00  56138.2 1.109E+05 7.441E+15 2.435E+00 1.518E+04 2.000E+05
 1.76356882E+00  59533.5 1.487E+05 9.413E+15 2.319E+00 1.452E+04 2.000E+05
 2.38586601E+00  63330.7 2.021E+05 1.203E+16 2.208E+00 1.382E+04 2.000E+05
 3.25510137E+00  67518.4 2.773E+05 1.548E+16 2.115E+00 1.318E+04 2.000E+05
 4.45957890E+00  72086.8 3.822E+05 1.999E+16 2.045E+00 1.266E+04 2.000E+05
 6.11202884E+00  77040.2 5.269E+05 2.578E+16 1.998E+00 1.232E+04 2.000E+05
 8.35531538E+00  82442.1 7.238E+05 3.310E+16 1.971E+00 1.211E+04 2.000E+05
 1.13705089E+01  88261.9 9.889E+05 4.224E+16 1.967E+00 1.207E+04 2.000E+05
 1.53834668E+01  94625.1 1.342E+06 5.345E+16 1.976E+00 1.212E+04 2.000E+05
 2.06850096E+01 101451.6 1.807E+06 6.716E+16 2.003E+00 1.227E+04 2.000E+05
 2.76599657E+01 108903.4 2.418E+06 8.372E+16 2.031E+00 1.245E+04 2.000E+05
 3.68179214E+01 116923.3 3.220E+06 1.038E+17 2.061E+00 1.259E+04 2.000E+05
 4.89079153E+01 125558.8 4.278E+06 1.285E+17 2.078E+00 1.227E+04 2.000E+05
PRADK 5.9349E+03
BEGIN                    ITERATION   6 COMPLETED
