TEFF  42500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.2]   VTURB 2.0 KM/S                                        
 1.38898185E-04  26719.1 1.038E+01 1.426E+12 4.291E-01 2.033E+04 2.000E+05
 1.82075617E-04  27106.4 1.385E+01 1.877E+12 4.394E-01 1.896E+04 2.000E+05
 2.38205102E-04  27487.1 1.843E+01 2.464E+12 4.516E-01 1.801E+04 2.000E+05
 3.10895192E-04  27866.6 2.441E+01 3.221E+12 4.658E-01 1.745E+04 2.000E+05
 4.04707606E-04  28248.1 3.217E+01 4.191E+12 4.818E-01 1.703E+04 2.000E+05
 5.25939102E-04  28625.8 4.232E+01 5.442E+12 4.963E-01 1.562E+04 2.000E+05
 6.82592520E-04  28982.4 5.561E+01 7.066E+12 5.132E-01 1.475E+04 2.000E+05
 8.84223221E-04  29333.4 7.286E+01 9.148E+12 5.326E-01 1.420E+04 2.000E+05
 1.14277617E-03  29686.0 9.509E+01 1.180E+13 5.548E-01 1.387E+04 2.000E+05
 1.47327801E-03  30045.9 1.236E+02 1.516E+13 5.796E-01 1.355E+04 2.000E+05
 1.89427974E-03  30410.7 1.601E+02 1.940E+13 6.080E-01 1.336E+04 2.000E+05
 2.42822595E-03  30783.3 2.063E+02 2.471E+13 6.407E-01 1.332E+04 2.000E+05
 3.10235755E-03  31165.2 2.647E+02 3.132E+13 6.782E-01 1.341E+04 2.000E+05
 3.94975303E-03  31557.0 3.380E+02 3.951E+13 7.206E-01 1.359E+04 2.000E+05
 5.01446532E-03  31961.4 4.302E+02 4.966E+13 7.640E-01 1.335E+04 2.000E+05
 6.35172328E-03  32358.4 5.461E+02 6.230E+13 8.125E-01 1.323E+04 2.000E+05
 8.02514700E-03  32751.6 6.913E+02 7.793E+13 8.675E-01 1.328E+04 2.000E+05
 1.01113547E-02  33145.4 8.720E+02 9.716E+13 9.295E-01 1.348E+04 2.000E+05
 1.27033697E-02  33544.5 1.096E+03 1.207E+14 9.992E-01 1.377E+04 2.000E+05
 1.59129110E-02  33950.7 1.372E+03 1.493E+14 1.078E+00 1.415E+04 2.000E+05
 1.98719076E-02  34365.0 1.711E+03 1.840E+14 1.168E+00 1.467E+04 2.000E+05
 2.47368100E-02  34795.1 2.124E+03 2.258E+14 1.269E+00 1.535E+04 2.000E+05
 3.06938394E-02  35250.1 2.626E+03 2.756E+14 1.384E+00 1.617E+04 2.000E+05
 3.79767403E-02  35743.1 3.234E+03 3.349E+14 1.510E+00 1.698E+04 2.000E+05
 4.68895620E-02  36279.9 3.971E+03 4.056E+14 1.644E+00 1.767E+04 2.000E+05
 5.77968650E-02  36865.5 4.864E+03 4.895E+14 1.792E+00 1.845E+04 2.000E+05
 7.11354624E-02  37518.4 5.947E+03 5.888E+14 1.954E+00 1.925E+04 2.000E+05
 8.74559509E-02  38254.6 7.258E+03 7.060E+14 2.129E+00 2.002E+04 2.000E+05
 1.07462932E-01  39090.5 8.851E+03 8.441E+14 2.313E+00 2.073E+04 2.000E+05
 1.32055960E-01  40043.3 1.079E+04 1.007E+15 2.505E+00 2.134E+04 2.000E+05
 1.62391291E-01  41117.8 1.317E+04 1.199E+15 2.702E+00 2.179E+04 2.000E+05
 2.00070384E-01  42334.0 1.611E+04 1.427E+15 2.887E+00 2.213E+04 2.000E+05
 2.47350568E-01  43714.7 1.979E+04 1.700E+15 3.053E+00 2.233E+04 2.000E+05
 3.07312984E-01  45279.9 2.444E+04 2.031E+15 3.194E+00 2.237E+04 2.000E+05
 3.84108412E-01  47039.9 3.041E+04 2.434E+15 3.311E+00 2.229E+04 2.000E+05
 4.83320254E-01  49033.4 3.812E+04 2.930E+15 3.402E+00 2.217E+04 2.000E+05
 6.13224401E-01  51275.2 4.825E+04 3.549E+15 3.435E+00 2.182E+04 2.000E+05
 7.86383077E-01  53812.8 6.184E+04 4.335E+15 3.410E+00 2.126E+04 2.000E+05
 1.02044530E+00  56684.9 8.034E+04 5.347E+15 3.343E+00 2.072E+04 2.000E+05
 1.34210394E+00  59938.2 1.060E+05 6.673E+15 3.214E+00 1.980E+04 2.000E+05
 1.78968660E+00  63597.2 1.421E+05 8.430E+15 3.077E+00 1.904E+04 2.000E+05
 2.41428140E+00  67697.4 1.929E+05 1.076E+16 2.936E+00 1.815E+04 2.000E+05
 3.28810543E+00  72195.7 2.648E+05 1.385E+16 2.799E+00 1.729E+04 2.000E+05
 4.50480860E+00  77157.4 3.659E+05 1.790E+16 2.696E+00 1.662E+04 2.000E+05
 6.17040995E+00  82508.5 5.051E+05 2.311E+16 2.648E+00 1.627E+04 2.000E+05
 8.43245744E+00  88362.3 6.949E+05 2.968E+16 2.601E+00 1.601E+04 2.000E+05
 1.14664726E+01  94671.2 9.498E+05 3.786E+16 2.613E+00 1.598E+04 2.000E+05
 1.54842893E+01 101538.2 1.287E+06 4.784E+16 2.637E+00 1.614E+04 2.000E+05
 2.07867825E+01 108931.8 1.731E+06 5.998E+16 2.668E+00 1.626E+04 2.000E+05
 2.77774171E+01 116967.5 2.316E+06 7.473E+16 2.695E+00 1.644E+04 2.000E+05
 3.70361223E+01 125582.2 3.093E+06 9.296E+16 2.708E+00 1.567E+04 2.000E+05
PRADK 5.9653E+03
BEGIN                    ITERATION   6 COMPLETED
