TEFF  45000.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [-4.0]   VTURB 2.0 KM/S
 1.60009243E-04  32021.5 1.555E+01 1.830E+12 3.584E-01 2.876E+03 2.000E+05
 2.12039577E-04  32107.2 2.061E+01 2.417E+12 3.625E-01 2.921E+03 2.000E+05
 2.80564269E-04  32223.5 2.726E+01 3.184E+12 3.675E-01 2.973E+03 2.000E+05
 3.70572965E-04  32351.3 3.599E+01 4.186E+12 3.736E-01 3.036E+03 2.000E+05
 4.88436011E-04  32483.8 4.741E+01 5.488E+12 3.810E-01 3.115E+03 2.000E+05
 6.42228929E-04  32617.9 6.230E+01 7.178E+12 3.901E-01 3.216E+03 2.000E+05
 8.42127735E-04  32758.2 8.164E+01 9.358E+12 4.010E-01 3.343E+03 2.000E+05
 1.10091990E-03  32918.1 1.066E+02 1.215E+13 4.139E-01 3.497E+03 2.000E+05
 1.43474433E-03  33125.9 1.388E+02 1.571E+13 4.285E-01 3.667E+03 2.000E+05
 1.86375447E-03  33346.0 1.801E+02 2.024E+13 4.455E-01 3.865E+03 2.000E+05
 2.41299150E-03  33595.6 2.328E+02 2.595E+13 4.649E-01 4.087E+03 2.000E+05
 3.11342321E-03  33848.5 2.999E+02 3.316E+13 4.871E-01 4.342E+03 2.000E+05
 4.00323278E-03  34119.2 3.849E+02 4.219E+13 5.122E-01 4.621E+03 2.000E+05
 5.12879959E-03  34365.8 4.921E+02 5.351E+13 5.413E-01 4.964E+03 2.000E+05
 6.54580701E-03  34590.0 6.264E+02 6.762E+13 5.746E-01 5.395E+03 2.000E+05
 8.32177858E-03  34799.9 7.940E+02 8.511E+13 6.126E-01 5.930E+03 2.000E+05
 1.05385725E-02  35003.5 1.002E+03 1.067E+14 6.555E-01 6.582E+03 2.000E+05
 1.32971040E-02  35234.7 1.258E+03 1.330E+14 7.034E-01 7.302E+03 2.000E+05
 1.67197066E-02  35473.8 1.574E+03 1.651E+14 7.572E-01 8.131E+03 2.000E+05
 2.09534648E-02  35734.1 1.961E+03 2.040E+14 8.174E-01 9.041E+03 2.000E+05
 2.61752867E-02  36010.4 2.434E+03 2.511E+14 8.851E-01 1.007E+04 2.000E+05
 3.25965638E-02  36312.6 3.007E+03 3.075E+14 9.610E-01 1.122E+04 2.000E+05
 4.04729433E-02  36661.7 3.702E+03 3.749E+14 1.046E+00 1.240E+04 2.000E+05
 5.01129380E-02  37061.9 4.540E+03 4.548E+14 1.141E+00 1.360E+04 2.000E+05
 6.18894636E-02  37525.2 5.550E+03 5.494E+14 1.246E+00 1.478E+04 2.000E+05
 7.62598319E-02  38063.2 6.767E+03 6.607E+14 1.362E+00 1.588E+04 2.000E+05
 9.37933922E-02  38687.7 8.233E+03 7.917E+14 1.488E+00 1.685E+04 2.000E+05
 1.15213838E-01  39409.8 1.000E+04 9.457E+14 1.622E+00 1.765E+04 2.000E+05
 1.41473239E-01  40241.2 1.216E+04 1.127E+15 1.761E+00 1.820E+04 2.000E+05
 1.73849598E-01  41186.4 1.480E+04 1.343E+15 1.898E+00 1.857E+04 2.000E+05
 2.14093080E-01  42267.9 1.807E+04 1.601E+15 2.026E+00 1.878E+04 2.000E+05
 2.64658851E-01  43507.1 2.218E+04 1.911E+15 2.138E+00 1.884E+04 2.000E+05
 3.29031834E-01  44930.2 2.740E+04 2.290E+15 2.224E+00 1.876E+04 2.000E+05
 4.12230322E-01  46562.4 3.417E+04 2.759E+15 2.277E+00 1.856E+04 2.000E+05
 5.21435574E-01  48439.7 4.308E+04 3.347E+15 2.297E+00 1.829E+04 2.000E+05
 6.66973614E-01  50601.1 5.500E+04 4.093E+15 2.282E+00 1.795E+04 2.000E+05
 8.63798219E-01  53091.5 7.119E+04 5.052E+15 2.235E+00 1.752E+04 2.000E+05
 1.13357333E+00  55952.8 9.351E+04 6.299E+15 2.161E+00 1.699E+04 2.000E+05
 1.50727644E+00  59209.6 1.247E+05 7.936E+15 2.074E+00 1.638E+04 2.000E+05
 2.02780768E+00  62885.2 1.684E+05 1.009E+16 1.983E+00 1.568E+04 2.000E+05
 2.75239458E+00  66953.7 2.297E+05 1.294E+16 1.905E+00 1.500E+04 2.000E+05
 3.75501535E+00  71411.8 3.153E+05 1.664E+16 1.843E+00 1.443E+04 2.000E+05
 5.12969308E+00  76260.6 4.332E+05 2.142E+16 1.801E+00 1.400E+04 2.000E+05
 6.99570068E+00  81515.0 5.940E+05 2.747E+16 1.778E+00 1.377E+04 2.000E+05
 9.50402083E+00  87241.2 8.104E+05 3.502E+16 1.771E+00 1.367E+04 2.000E+05
 1.28440466E+01  93415.6 1.099E+06 4.434E+16 1.782E+00 1.374E+04 2.000E+05
 1.72592707E+01 100159.4 1.479E+06 5.568E+16 1.801E+00 1.387E+04 2.000E+05
 2.30687491E+01 107402.9 1.979E+06 6.947E+16 1.829E+00 1.408E+04 2.000E+05
 3.07044542E+01 115304.4 2.634E+06 8.613E+16 1.854E+00 1.429E+04 2.000E+05
 4.07654977E+01 123812.9 3.496E+06 1.065E+17 1.869E+00 1.435E+04 2.000E+05
 5.41678006E+01 132959.7 4.647E+06 1.318E+17 1.864E+00 1.389E+04 2.000E+05
PRADK 7.3878E+03
BEGIN                    ITERATION   6 COMPLETED
