TEFF  40000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.3]   VTURB 2.0 KM/S                                        
 1.37397579E-04  25245.8 1.098E+01 1.581E+12 4.388E-01 1.759E+04 2.000E+05
 1.79670287E-04  25594.1 1.449E+01 2.060E+12 4.484E-01 1.601E+04 2.000E+05
 2.34719528E-04  25928.1 1.915E+01 2.688E+12 4.601E-01 1.495E+04 2.000E+05
 3.06120309E-04  26257.3 2.525E+01 3.500E+12 4.739E-01 1.427E+04 2.000E+05
 3.98372428E-04  26588.8 3.318E+01 4.543E+12 4.900E-01 1.384E+04 2.000E+05
 5.17191470E-04  26926.3 4.344E+01 5.875E+12 5.079E-01 1.340E+04 2.000E+05
 6.69761889E-04  27266.9 5.668E+01 7.572E+12 5.284E-01 1.312E+04 2.000E+05
 8.64964149E-04  27613.6 7.366E+01 9.718E+12 5.517E-01 1.296E+04 2.000E+05
 1.11374022E-03  27967.9 9.531E+01 1.242E+13 5.783E-01 1.295E+04 2.000E+05
 1.43045971E-03  28334.4 1.229E+02 1.582E+13 6.051E-01 1.260E+04 2.000E+05
 1.83430176E-03  28698.8 1.583E+02 2.012E+13 6.329E-01 1.207E+04 2.000E+05
 2.34784939E-03  29057.1 2.036E+02 2.555E+13 6.654E-01 1.178E+04 2.000E+05
 2.99758484E-03  29416.8 2.609E+02 3.236E+13 7.030E-01 1.166E+04 2.000E+05
 3.81572697E-03  29780.8 3.332E+02 4.083E+13 7.461E-01 1.166E+04 2.000E+05
 4.84186763E-03  30148.0 4.239E+02 5.132E+13 7.946E-01 1.168E+04 2.000E+05
 6.12389734E-03  30514.3 5.370E+02 6.425E+13 8.499E-01 1.183E+04 2.000E+05
 7.71883749E-03  30883.4 6.774E+02 8.011E+13 9.128E-01 1.210E+04 2.000E+05
 9.69478215E-03  31259.8 8.507E+02 9.941E+13 9.844E-01 1.249E+04 2.000E+05
 1.21339013E-02  31648.8 1.064E+03 1.228E+14 1.064E+00 1.294E+04 2.000E+05
 1.51522432E-02  32054.9 1.326E+03 1.512E+14 1.144E+00 1.310E+04 2.000E+05
 1.88881644E-02  32461.9 1.650E+03 1.859E+14 1.236E+00 1.346E+04 2.000E+05
 2.34901800E-02  32883.1 2.047E+03 2.278E+14 1.341E+00 1.398E+04 2.000E+05
 2.91359151E-02  33329.0 2.531E+03 2.780E+14 1.460E+00 1.465E+04 2.000E+05
 3.60362274E-02  33811.3 3.117E+03 3.377E+14 1.596E+00 1.544E+04 2.000E+05
 4.44401614E-02  34344.1 3.824E+03 4.083E+14 1.750E+00 1.627E+04 2.000E+05
 5.46440099E-02  34937.1 4.674E+03 4.913E+14 1.924E+00 1.714E+04 2.000E+05
 6.70125925E-02  35602.5 5.694E+03 5.883E+14 2.116E+00 1.797E+04 2.000E+05
 8.20688106E-02  36346.0 6.924E+03 7.023E+14 2.310E+00 1.853E+04 2.000E+05
 1.00464284E-01  37172.6 8.418E+03 8.368E+14 2.522E+00 1.906E+04 2.000E+05
 1.22948278E-01  38096.5 1.023E+04 9.953E+14 2.750E+00 1.954E+04 2.000E+05
 1.50447556E-01  39130.2 1.244E+04 1.182E+15 2.996E+00 1.998E+04 2.000E+05
 1.84185001E-01  40286.3 1.513E+04 1.401E+15 3.246E+00 2.034E+04 2.000E+05
 2.25953261E-01  41580.6 1.845E+04 1.660E+15 3.476E+00 2.053E+04 2.000E+05
 2.78310853E-01  43038.7 2.261E+04 1.970E+15 3.675E+00 2.061E+04 2.000E+05
 3.44814533E-01  44683.6 2.789E+04 2.345E+15 3.835E+00 2.063E+04 2.000E+05
 4.30173758E-01  46543.4 3.467E+04 2.803E+15 3.969E+00 2.053E+04 2.000E+05
 5.40728732E-01  48627.9 4.346E+04 3.368E+15 4.064E+00 2.043E+04 2.000E+05
 6.86079019E-01  50988.5 5.505E+04 4.071E+15 4.085E+00 2.010E+04 2.000E+05
 8.80895976E-01  53646.0 7.067E+04 4.970E+15 4.030E+00 1.954E+04 2.000E+05
 1.14594925E+00  56659.9 9.207E+04 6.132E+15 3.925E+00 1.899E+04 2.000E+05
 1.51220890E+00  60046.0 1.219E+05 7.662E+15 3.756E+00 1.810E+04 2.000E+05
 2.02454686E+00  63849.4 1.641E+05 9.700E+15 3.575E+00 1.732E+04 2.000E+05
 2.74286381E+00  68052.7 2.238E+05 1.241E+16 3.398E+00 1.644E+04 2.000E+05
 3.75219488E+00  72690.5 3.086E+05 1.603E+16 3.225E+00 1.559E+04 2.000E+05
 5.15864471E+00  77733.4 4.278E+05 2.077E+16 3.113E+00 1.502E+04 2.000E+05
 7.08511726E+00  83217.1 5.918E+05 2.685E+16 3.048E+00 1.468E+04 2.000E+05
 9.71283023E+00  89159.2 8.165E+05 3.457E+16 2.977E+00 1.438E+04 2.000E+05
 1.32391245E+01  95599.9 1.118E+06 4.416E+16 3.005E+00 1.440E+04 2.000E+05
 1.79015367E+01 102558.3 1.517E+06 5.584E+16 3.028E+00 1.454E+04 2.000E+05
 2.40644544E+01 110099.2 2.044E+06 7.006E+16 3.057E+00 1.458E+04 2.000E+05
 3.22038334E+01 118198.9 2.741E+06 8.754E+16 3.089E+00 1.402E+04 2.000E+05
PRADK 4.7164E+03
BEGIN                    ITERATION   6 COMPLETED
