TEFF  47500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S                                        
 1.39370853E-04  29378.7 9.225E+00 1.178E+12 4.223E-01 2.674E+04 2.000E+05
 1.83386051E-04  29825.8 1.250E+01 1.573E+12 4.297E-01 2.454E+04 2.000E+05
 2.41027404E-04  30253.7 1.690E+01 2.097E+12 4.379E-01 2.280E+04 2.000E+05
 3.16374706E-04  30672.7 2.277E+01 2.787E+12 4.471E-01 2.148E+04 2.000E+05
 4.14687013E-04  31091.6 3.055E+01 3.689E+12 4.574E-01 2.040E+04 2.000E+05
 5.42616036E-04  31516.1 4.080E+01 4.860E+12 4.696E-01 1.947E+04 2.000E+05
 7.08400685E-04  31939.8 5.422E+01 6.375E+12 4.843E-01 1.858E+04 2.000E+05
 9.22444728E-04  32350.2 7.174E+01 8.326E+12 5.008E-01 1.785E+04 2.000E+05
 1.19812334E-03  32750.9 9.446E+01 1.083E+13 5.191E-01 1.735E+04 2.000E+05
 1.55218501E-03  33149.0 1.238E+02 1.402E+13 5.398E-01 1.695E+04 2.000E+05
 2.00551917E-03  33552.1 1.615E+02 1.807E+13 5.630E-01 1.666E+04 2.000E+05
 2.58434696E-03  33963.9 2.098E+02 2.319E+13 5.888E-01 1.642E+04 2.000E+05
 3.32146983E-03  34385.5 2.715E+02 2.964E+13 6.173E-01 1.621E+04 2.000E+05
 4.25737294E-03  34814.2 3.500E+02 3.774E+13 6.495E-01 1.604E+04 2.000E+05
 5.44091935E-03  35245.2 4.494E+02 4.787E+13 6.864E-01 1.599E+04 2.000E+05
 6.93083438E-03  35677.1 5.746E+02 6.045E+13 7.287E-01 1.607E+04 2.000E+05
 8.79856843E-03  36111.7 7.312E+02 7.601E+13 7.765E-01 1.620E+04 2.000E+05
 1.11329789E-02  36551.2 9.266E+02 9.516E+13 8.294E-01 1.641E+04 2.000E+05
 1.40422225E-02  36996.0 1.169E+03 1.186E+14 8.890E-01 1.669E+04 2.000E+05
 1.76562605E-02  37446.6 1.470E+03 1.473E+14 9.555E-01 1.708E+04 2.000E+05
 2.21349888E-02  37906.9 1.840E+03 1.822E+14 1.029E+00 1.757E+04 2.000E+05
 2.76751705E-02  38381.2 2.295E+03 2.245E+14 1.110E+00 1.817E+04 2.000E+05
 3.45193781E-02  38877.2 2.853E+03 2.755E+14 1.199E+00 1.888E+04 2.000E+05
 4.29613672E-02  39405.6 3.534E+03 3.367E+14 1.298E+00 1.970E+04 2.000E+05
 5.33511459E-02  39978.9 4.363E+03 4.099E+14 1.408E+00 2.063E+04 2.000E+05
 6.61188576E-02  40605.7 5.370E+03 4.969E+14 1.528E+00 2.158E+04 2.000E+05
 8.18244255E-02  41304.0 6.594E+03 6.000E+14 1.654E+00 2.255E+04 2.000E+05
 1.01205066E-01  42092.5 8.086E+03 7.223E+14 1.784E+00 2.346E+04 2.000E+05
 1.25226908E-01  42991.7 9.914E+03 8.675E+14 1.915E+00 2.428E+04 2.000E+05
 1.55117056E-01  44019.1 1.217E+04 1.040E+15 2.049E+00 2.502E+04 2.000E+05
 1.92513161E-01  45194.1 1.496E+04 1.247E+15 2.175E+00 2.556E+04 2.000E+05
 2.39673727E-01  46532.4 1.846E+04 1.495E+15 2.291E+00 2.589E+04 2.000E+05
 2.99641796E-01  48063.7 2.290E+04 1.796E+15 2.393E+00 2.607E+04 2.000E+05
 3.76586026E-01  49819.5 2.858E+04 2.163E+15 2.474E+00 2.612E+04 2.000E+05
 4.76692973E-01  51810.7 3.600E+04 2.621E+15 2.516E+00 2.574E+04 2.000E+05
 6.08780100E-01  54082.2 4.584E+04 3.198E+15 2.529E+00 2.528E+04 2.000E+05
 7.84921194E-01  56659.7 5.904E+04 3.932E+15 2.516E+00 2.482E+04 2.000E+05
 1.02338270E+00  59603.2 7.707E+04 4.879E+15 2.458E+00 2.398E+04 2.000E+05
 1.35071281E+00  62920.6 1.021E+05 6.124E+15 2.375E+00 2.312E+04 2.000E+05
 1.80203716E+00  66682.7 1.370E+05 7.752E+15 2.301E+00 2.236E+04 2.000E+05
 2.42629105E+00  70862.2 1.857E+05 9.892E+15 2.208E+00 2.142E+04 2.000E+05
 3.28911863E+00  75515.6 2.539E+05 1.269E+16 2.144E+00 2.075E+04 2.000E+05
 4.47230309E+00  80570.8 3.480E+05 1.630E+16 2.090E+00 2.014E+04 2.000E+05
 6.07161156E+00  86125.3 4.759E+05 2.085E+16 2.083E+00 2.001E+04 2.000E+05
 8.20782082E+00  92122.5 6.468E+05 2.650E+16 2.083E+00 1.995E+04 2.000E+05
 1.10442854E+01  98683.3 8.737E+05 3.341E+16 2.099E+00 2.005E+04 2.000E+05
 1.47916689E+01 105746.7 1.173E+06 4.186E+16 2.122E+00 2.022E+04 2.000E+05
 1.97340380E+01 113449.6 1.567E+06 5.212E+16 2.145E+00 2.039E+04 2.000E+05
 2.62475911E+01 121716.6 2.084E+06 6.462E+16 2.172E+00 2.072E+04 2.000E+05
 3.48360352E+01 130728.7 2.765E+06 7.980E+16 2.195E+00 2.084E+04 2.000E+05
 4.61571205E+01 140355.5 3.664E+06 9.850E+16 2.224E+00 2.034E+04 2.000E+05
PRADK 9.2682E+03
BEGIN                    ITERATION   6 COMPLETED
