TEFF  40000.  GRAVITY 4.50000 LTE 
TITLE SDSC GRID  [+0.3]   VTURB 2.0 KM/S                                        
 1.48423327E-04  24650.5 2.425E+00 3.592E+11 3.973E-01 1.337E+04 2.000E+05
 1.95105288E-04  25027.9 3.282E+00 4.792E+11 4.059E-01 1.315E+04 2.000E+05
 2.56218337E-04  25409.4 4.452E+00 6.408E+11 4.124E-01 1.180E+04 2.000E+05
 3.36383179E-04  25761.7 6.088E+00 8.645E+11 4.197E-01 1.076E+04 2.000E+05
 4.41248283E-04  26098.9 8.312E+00 1.165E+12 4.285E-01 1.013E+04 2.000E+05
 5.78021483E-04  26434.7 1.128E+01 1.562E+12 4.386E-01 9.678E+03 2.000E+05
 7.55963254E-04  26774.3 1.523E+01 2.082E+12 4.501E-01 9.282E+03 2.000E+05
 9.86730716E-04  27117.2 2.042E+01 2.757E+12 4.637E-01 9.031E+03 2.000E+05
 1.28483489E-03  27466.2 2.717E+01 3.624E+12 4.795E-01 8.910E+03 2.000E+05
 1.66862747E-03  27823.2 3.590E+01 4.729E+12 4.973E-01 8.832E+03 2.000E+05
 2.16149712E-03  28187.4 4.715E+01 6.132E+12 5.168E-01 8.776E+03 2.000E+05
 2.79518301E-03  28562.0 6.175E+01 7.929E+12 5.353E-01 8.393E+03 2.000E+05
 3.60940750E-03  28932.1 8.077E+01 1.024E+13 5.567E-01 8.165E+03 2.000E+05
 4.65150905E-03  29307.6 1.053E+02 1.319E+13 5.810E-01 8.020E+03 2.000E+05
 5.98131643E-03  29690.4 1.368E+02 1.692E+13 6.080E-01 7.882E+03 2.000E+05
 7.67186903E-03  30077.7 1.770E+02 2.161E+13 6.392E-01 7.836E+03 2.000E+05
 9.81094854E-03  30471.0 2.278E+02 2.748E+13 6.752E-01 7.871E+03 2.000E+05
 1.25051143E-02  30872.2 2.917E+02 3.473E+13 7.164E-01 7.991E+03 2.000E+05
 1.58857549E-02  31286.9 3.713E+02 4.366E+13 7.623E-01 8.127E+03 2.000E+05
 2.01175877E-02  31714.8 4.704E+02 5.460E+13 8.126E-01 8.257E+03 2.000E+05
 2.54181533E-02  32154.9 5.942E+02 6.807E+13 8.644E-01 8.279E+03 2.000E+05
 3.20506404E-02  32598.9 7.487E+02 8.466E+13 9.230E-01 8.399E+03 2.000E+05
 4.03201787E-02  33057.2 9.399E+02 1.049E+14 9.886E-01 8.600E+03 2.000E+05
 5.06032433E-02  33538.4 1.175E+03 1.294E+14 1.061E+00 8.848E+03 2.000E+05
 6.33546033E-02  34051.0 1.464E+03 1.589E+14 1.143E+00 9.167E+03 2.000E+05
 7.91188397E-02  34609.3 1.815E+03 1.940E+14 1.235E+00 9.549E+03 2.000E+05
 9.85573549E-02  35230.6 2.240E+03 2.356E+14 1.336E+00 9.975E+03 2.000E+05
 1.22535895E-01  35930.7 2.754E+03 2.846E+14 1.442E+00 1.033E+04 2.000E+05
 1.52230591E-01  36717.7 3.382E+03 3.428E+14 1.550E+00 1.060E+04 2.000E+05
 1.89118684E-01  37606.0 4.153E+03 4.119E+14 1.662E+00 1.083E+04 2.000E+05
 2.35077065E-01  38613.2 5.103E+03 4.942E+14 1.775E+00 1.104E+04 2.000E+05
 2.92629087E-01  39761.7 6.282E+03 5.921E+14 1.885E+00 1.122E+04 2.000E+05
 3.65064220E-01  41062.8 7.755E+03 7.092E+14 1.993E+00 1.135E+04 2.000E+05
 4.56950952E-01  42543.7 9.614E+03 8.501E+14 2.084E+00 1.141E+04 2.000E+05
 5.74567397E-01  44215.5 1.199E+04 1.021E+15 2.163E+00 1.145E+04 2.000E+05
 7.26678791E-01  46117.4 1.506E+04 1.231E+15 2.217E+00 1.137E+04 2.000E+05
 9.25445372E-01  48243.7 1.910E+04 1.493E+15 2.253E+00 1.127E+04 2.000E+05
 1.18808413E+00  50653.9 2.446E+04 1.823E+15 2.258E+00 1.112E+04 2.000E+05
 1.54174660E+00  53382.6 3.178E+04 2.247E+15 2.215E+00 1.073E+04 2.000E+05
 2.02318938E+00  56417.4 4.190E+04 2.804E+15 2.166E+00 1.049E+04 2.000E+05
 2.68445173E+00  59870.0 5.602E+04 3.533E+15 2.088E+00 1.006E+04 2.000E+05
 3.60285093E+00  63671.1 7.601E+04 4.508E+15 2.000E+00 9.658E+03 2.000E+05
 4.88119079E+00  67928.6 1.044E+05 5.801E+15 1.919E+00 9.265E+03 2.000E+05
 6.64947949E+00  72560.4 1.442E+05 7.504E+15 1.858E+00 8.964E+03 2.000E+05
 9.07853486E+00  77635.9 1.995E+05 9.705E+15 1.809E+00 8.732E+03 2.000E+05
 1.23800190E+01  83126.9 2.754E+05 1.251E+16 1.787E+00 8.594E+03 2.000E+05
 1.68226525E+01  89094.4 3.778E+05 1.601E+16 1.777E+00 8.571E+03 2.000E+05
 2.27183488E+01  95545.5 5.136E+05 2.030E+16 1.801E+00 8.614E+03 2.000E+05
 3.05005626E+01 102519.4 6.923E+05 2.550E+16 1.812E+00 8.700E+03 2.000E+05
 4.08336685E+01 110072.3 9.292E+05 3.188E+16 1.818E+00 8.659E+03 2.000E+05
 5.45007495E+01 118177.6 1.245E+06 3.977E+16 1.842E+00 8.428E+03 2.000E+05
PRADK 4.6882E+03
BEGIN                    ITERATION   6 COMPLETED
