TEFF  45000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S                                        
 1.39642074E-04  28054.2 9.983E+00 1.322E+12 4.249E-01 2.426E+04 2.000E+05
 1.83304675E-04  28505.0 1.334E+01 1.741E+12 4.338E-01 2.212E+04 2.000E+05
 2.40305575E-04  28930.7 1.784E+01 2.295E+12 4.434E-01 2.019E+04 2.000E+05
 3.14592577E-04  29337.7 2.382E+01 3.024E+12 4.542E-01 1.877E+04 2.000E+05
 4.11199728E-04  29737.8 3.172E+01 3.974E+12 4.662E-01 1.767E+04 2.000E+05
 5.36556920E-04  30133.5 4.212E+01 5.208E+12 4.797E-01 1.658E+04 2.000E+05
 6.98725573E-04  30517.7 5.571E+01 6.804E+12 4.954E-01 1.581E+04 2.000E+05
 9.07748284E-04  30894.5 7.337E+01 8.851E+12 5.134E-01 1.534E+04 2.000E+05
 1.17616859E-03  31269.7 9.613E+01 1.146E+13 5.341E-01 1.512E+04 2.000E+05
 1.51956992E-03  31650.4 1.253E+02 1.476E+13 5.577E-01 1.498E+04 2.000E+05
 1.95754846E-03  32036.7 1.626E+02 1.892E+13 5.838E-01 1.468E+04 2.000E+05
 2.51471121E-03  32428.6 2.102E+02 2.416E+13 6.128E-01 1.447E+04 2.000E+05
 3.22155871E-03  32828.1 2.707E+02 3.074E+13 6.449E-01 1.430E+04 2.000E+05
 4.11597029E-03  33234.2 3.474E+02 3.898E+13 6.806E-01 1.414E+04 2.000E+05
 5.24428105E-03  33640.4 4.444E+02 4.926E+13 7.206E-01 1.403E+04 2.000E+05
 6.66248540E-03  34045.9 5.663E+02 6.203E+13 7.659E-01 1.407E+04 2.000E+05
 8.43842987E-03  34451.7 7.188E+02 7.780E+13 8.171E-01 1.425E+04 2.000E+05
 1.06546040E-02  34861.6 9.085E+02 9.719E+13 8.746E-01 1.456E+04 2.000E+05
 1.34100475E-02  35280.4 1.143E+03 1.209E+14 9.398E-01 1.497E+04 2.000E+05
 1.68228085E-02  35709.9 1.433E+03 1.497E+14 1.014E+00 1.541E+04 2.000E+05
 2.10377711E-02  36148.6 1.788E+03 1.846E+14 1.095E+00 1.588E+04 2.000E+05
 2.62338226E-02  36598.4 2.224E+03 2.268E+14 1.186E+00 1.648E+04 2.000E+05
 3.26296244E-02  37067.9 2.756E+03 2.775E+14 1.286E+00 1.718E+04 2.000E+05
 4.04927640E-02  37568.0 3.404E+03 3.383E+14 1.395E+00 1.798E+04 2.000E+05
 5.01458563E-02  38111.5 4.191E+03 4.109E+14 1.517E+00 1.884E+04 2.000E+05
 6.19868583E-02  38711.4 5.147E+03 4.970E+14 1.649E+00 1.976E+04 2.000E+05
 7.65213659E-02  39385.6 6.306E+03 5.991E+14 1.790E+00 2.069E+04 2.000E+05
 9.43885087E-02  40150.3 7.715E+03 7.196E+14 1.940E+00 2.157E+04 2.000E+05
 1.16411707E-01  41016.8 9.433E+03 8.623E+14 2.095E+00 2.232E+04 2.000E+05
 1.43658450E-01  42002.7 1.154E+04 1.031E+15 2.253E+00 2.298E+04 2.000E+05
 1.77547867E-01  43127.2 1.414E+04 1.232E+15 2.408E+00 2.350E+04 2.000E+05
 2.20034455E-01  44413.4 1.738E+04 1.472E+15 2.550E+00 2.385E+04 2.000E+05
 2.73778807E-01  45869.8 2.147E+04 1.762E+15 2.676E+00 2.398E+04 2.000E+05
 3.42384834E-01  47523.2 2.669E+04 2.116E+15 2.784E+00 2.398E+04 2.000E+05
 4.30752520E-01  49397.1 3.341E+04 2.549E+15 2.868E+00 2.391E+04 2.000E+05
 5.46129228E-01  51526.3 4.221E+04 3.089E+15 2.906E+00 2.352E+04 2.000E+05
 6.99091578E-01  53924.0 5.395E+04 3.774E+15 2.904E+00 2.302E+04 2.000E+05
 9.04569570E-01  56663.3 6.982E+04 4.649E+15 2.864E+00 2.248E+04 2.000E+05
 1.18509994E+00  59757.8 9.169E+04 5.789E+15 2.775E+00 2.161E+04 2.000E+05
 1.57312068E+00  63270.1 1.223E+05 7.292E+15 2.665E+00 2.079E+04 2.000E+05
 2.11168515E+00  67203.5 1.652E+05 9.274E+15 2.562E+00 1.998E+04 2.000E+05
 2.86157779E+00  71576.6 2.255E+05 1.189E+16 2.447E+00 1.905E+04 2.000E+05
 3.90378597E+00  76375.9 3.103E+05 1.533E+16 2.363E+00 1.835E+04 2.000E+05
 5.33118745E+00  81617.0 4.272E+05 1.975E+16 2.317E+00 1.794E+04 2.000E+05
 7.26255261E+00  87314.8 5.859E+05 2.532E+16 2.294E+00 1.774E+04 2.000E+05
 9.84794355E+00  93503.0 7.987E+05 3.223E+16 2.296E+00 1.767E+04 2.000E+05
 1.32797715E+01 100207.6 1.081E+06 4.071E+16 2.314E+00 1.781E+04 2.000E+05
 1.78094852E+01 107478.9 1.453E+06 5.101E+16 2.342E+00 1.794E+04 2.000E+05
 2.37758924E+01 115323.1 1.942E+06 6.354E+16 2.371E+00 1.820E+04 2.000E+05
 3.16596195E+01 123843.2 2.586E+06 7.880E+16 2.387E+00 1.826E+04 2.000E+05
 4.20532341E+01 132964.4 3.438E+06 9.757E+16 2.426E+00 1.781E+04 2.000E+05
PRADK 7.4834E+03
BEGIN                    ITERATION   6 COMPLETED
