EFF  42500.  GRAVITY 5.00000 LTE 
ITLE SDSC GRID  [-2.5]   VTURB 2.0 KM/S                                        
2.08629945E-04  29370.5 2.026E+01 2.572E+12 3.712E-01 3.046E+03 2.000E+05
2.75422472E-04  29565.4 2.673E+01 3.367E+12 3.776E-01 3.124E+03 2.000E+05
3.62830556E-04  29781.4 3.520E+01 4.397E+12 3.854E-01 3.209E+03 2.000E+05
4.76882943E-04  30029.0 4.623E+01 5.723E+12 3.944E-01 3.298E+03 2.000E+05
6.25232483E-04  30275.6 6.057E+01 7.431E+12 4.050E-01 3.416E+03 2.000E+05
8.17556669E-04  30534.2 7.913E+01 9.620E+12 4.172E-01 3.562E+03 2.000E+05
1.06606486E-03  30805.2 1.031E+02 1.241E+13 4.313E-01 3.736E+03 2.000E+05
1.38613461E-03  31100.9 1.339E+02 1.596E+13 4.472E-01 3.916E+03 2.000E+05
1.79702505E-03  31410.5 1.733E+02 2.045E+13 4.653E-01 4.119E+03 2.000E+05
2.32280593E-03  31743.3 2.237E+02 2.611E+13 4.856E-01 4.317E+03 2.000E+05
2.99359983E-03  32094.1 2.878E+02 3.323E+13 5.083E-01 4.493E+03 2.000E+05
3.84656611E-03  32430.6 3.692E+02 4.217E+13 5.341E-01 4.694E+03 2.000E+05
4.92699926E-03  32740.7 4.720E+02 5.338E+13 5.633E-01 4.954E+03 2.000E+05
6.29010750E-03  33023.0 6.013E+02 6.739E+13 5.965E-01 5.302E+03 2.000E+05
8.00316726E-03  33283.1 7.631E+02 8.479E+13 6.342E-01 5.747E+03 2.000E+05
1.01480127E-02  33527.0 9.647E+02 1.063E+14 6.766E-01 6.301E+03 2.000E+05
1.28238808E-02  33770.9 1.215E+03 1.328E+14 7.244E-01 6.951E+03 2.000E+05
1.61503112E-02  34015.7 1.523E+03 1.651E+14 7.785E-01 7.715E+03 2.000E+05
2.02705738E-02  34269.2 1.901E+03 2.045E+14 8.395E-01 8.606E+03 2.000E+05
2.53561637E-02  34543.5 2.363E+03 2.521E+14 9.086E-01 9.617E+03 2.000E+05
3.16116969E-02  34850.5 2.925E+03 3.091E+14 9.866E-01 1.073E+04 2.000E+05
3.92805015E-02  35209.7 3.605E+03 3.771E+14 1.075E+00 1.187E+04 2.000E+05
4.86525864E-02  35630.5 4.426E+03 4.576E+14 1.175E+00 1.298E+04 2.000E+05
6.00757081E-02  36116.4 5.414E+03 5.526E+14 1.287E+00 1.402E+04 2.000E+05
7.39660698E-02  36673.5 6.601E+03 6.643E+14 1.412E+00 1.499E+04 2.000E+05
9.08271881E-02  37311.3 8.027E+03 7.951E+14 1.552E+00 1.583E+04 2.000E+05
1.11283072E-01  38036.0 9.741E+03 9.482E+14 1.706E+00 1.652E+04 2.000E+05
1.36121087E-01  38854.7 1.181E+04 1.128E+15 1.872E+00 1.702E+04 2.000E+05
1.66367966E-01  39773.5 1.431E+04 1.338E+15 2.045E+00 1.737E+04 2.000E+05
2.03432332E-01  40800.7 1.737E+04 1.587E+15 2.216E+00 1.753E+04 2.000E+05
2.49274641E-01  41953.2 2.115E+04 1.884E+15 2.377E+00 1.757E+04 2.000E+05
3.06666006E-01  43255.7 2.588E+04 2.240E+15 2.514E+00 1.750E+04 2.000E+05
3.79603725E-01  44738.3 3.191E+04 2.675E+15 2.618E+00 1.736E+04 2.000E+05
4.73901495E-01  46432.1 3.971E+04 3.213E+15 2.677E+00 1.712E+04 2.000E+05
5.97960429E-01  48376.8 5.001E+04 3.888E+15 2.692E+00 1.683E+04 2.000E+05
7.63979766E-01  50621.3 6.385E+04 4.748E+15 2.661E+00 1.648E+04 2.000E+05
9.89933467E-01  53210.9 8.277E+04 5.860E+15 2.588E+00 1.602E+04 2.000E+05
1.30156003E+00  56178.4 1.090E+05 7.313E+15 2.488E+00 1.548E+04 2.000E+05
1.73629057E+00  59558.0 1.459E+05 9.235E+15 2.368E+00 1.480E+04 2.000E+05
2.34577158E+00  63343.1 1.981E+05 1.179E+16 2.254E+00 1.410E+04 2.000E+05
3.19798139E+00  67524.9 2.716E+05 1.516E+16 2.155E+00 1.343E+04 2.000E+05
4.38075627E+00  72089.9 3.743E+05 1.958E+16 2.081E+00 1.289E+04 2.000E+05
6.00534474E+00  77046.5 5.162E+05 2.526E+16 2.031E+00 1.253E+04 2.000E+05
8.21304018E+00  82441.7 7.096E+05 3.245E+16 2.002E+00 1.230E+04 2.000E+05
1.11844182E+01  88270.2 9.703E+05 4.144E+16 1.994E+00 1.224E+04 2.000E+05
1.51448121E+01  94625.6 1.318E+06 5.250E+16 2.002E+00 1.227E+04 2.000E+05
2.03828587E+01 101459.9 1.777E+06 6.603E+16 2.025E+00 1.241E+04 2.000E+05
2.72831162E+01 108902.7 2.381E+06 8.241E+16 2.052E+00 1.258E+04 2.000E+05
3.63527061E+01 116926.6 3.173E+06 1.023E+17 2.081E+00 1.272E+04 2.000E+05
4.83263253E+01 125557.1 4.220E+06 1.267E+17 2.098E+00 1.238E+04 2.000E+05
RADK 5.9378E+03
EGIN                    ITERATION   6 COMPLETED
