TEFF  47500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S                                        
 1.43096546E-04  29487.9 1.045E+01 1.328E+12 4.090E-01 2.221E+04 2.000E+05
 1.88592608E-04  29957.4 1.403E+01 1.757E+12 4.153E-01 2.031E+04 2.000E+05
 2.48278061E-04  30409.7 1.883E+01 2.324E+12 4.226E-01 1.879E+04 2.000E+05
 3.26434568E-04  30848.9 2.523E+01 3.069E+12 4.307E-01 1.765E+04 2.000E+05
 4.28568105E-04  31285.3 3.369E+01 4.042E+12 4.400E-01 1.680E+04 2.000E+05
 5.61630031E-04  31724.9 4.481E+01 5.302E+12 4.512E-01 1.608E+04 2.000E+05
 7.34356320E-04  32170.6 5.937E+01 6.929E+12 4.643E-01 1.533E+04 2.000E+05
 9.57928571E-04  32606.8 7.838E+01 9.026E+12 4.789E-01 1.466E+04 2.000E+05
 1.24660706E-03  33031.7 1.031E+02 1.172E+13 4.952E-01 1.413E+04 2.000E+05
 1.61816598E-03  33444.8 1.351E+02 1.517E+13 5.140E-01 1.372E+04 2.000E+05
 2.09476938E-03  33852.0 1.763E+02 1.955E+13 5.351E-01 1.346E+04 2.000E+05
 2.70419283E-03  34259.6 2.291E+02 2.510E+13 5.589E-01 1.331E+04 2.000E+05
 3.48110851E-03  34671.8 2.965E+02 3.210E+13 5.855E-01 1.321E+04 2.000E+05
 4.46792867E-03  35087.1 3.821E+02 4.088E+13 6.160E-01 1.317E+04 2.000E+05
 5.71599188E-03  35500.2 4.905E+02 5.186E+13 6.509E-01 1.325E+04 2.000E+05
 7.28699263E-03  35908.2 6.266E+02 6.550E+13 6.912E-01 1.341E+04 2.000E+05
 9.25673612E-03  36315.5 7.969E+02 8.236E+13 7.361E-01 1.366E+04 2.000E+05
 1.17196067E-02  36723.8 1.009E+03 1.031E+14 7.862E-01 1.399E+04 2.000E+05
 1.47881131E-02  37135.0 1.272E+03 1.286E+14 8.431E-01 1.441E+04 2.000E+05
 1.85982168E-02  37550.2 1.598E+03 1.596E+14 9.065E-01 1.493E+04 2.000E+05
 2.33171747E-02  37972.4 1.998E+03 1.973E+14 9.772E-01 1.556E+04 2.000E+05
 2.91487683E-02  38406.9 2.488E+03 2.430E+14 1.055E+00 1.632E+04 2.000E+05
 3.63435420E-02  38861.9 3.087E+03 2.979E+14 1.142E+00 1.720E+04 2.000E+05
 4.52012787E-02  39354.3 3.816E+03 3.637E+14 1.238E+00 1.818E+04 2.000E+05
 5.60881181E-02  39896.0 4.701E+03 4.421E+14 1.344E+00 1.922E+04 2.000E+05
 6.94618666E-02  40498.2 5.774E+03 5.351E+14 1.459E+00 2.025E+04 2.000E+05
 8.59073861E-02  41176.0 7.076E+03 6.453E+14 1.580E+00 2.127E+04 2.000E+05
 1.06191905E-01  41948.0 8.664E+03 7.759E+14 1.705E+00 2.221E+04 2.000E+05
 1.31311582E-01  42834.2 1.061E+04 9.308E+14 1.832E+00 2.304E+04 2.000E+05
 1.62551137E-01  43852.0 1.300E+04 1.115E+15 1.960E+00 2.374E+04 2.000E+05
 2.01643223E-01  45022.8 1.597E+04 1.335E+15 2.080E+00 2.424E+04 2.000E+05
 2.50966230E-01  46357.4 1.970E+04 1.600E+15 2.190E+00 2.452E+04 2.000E+05
 3.13741656E-01  47885.0 2.443E+04 1.922E+15 2.284E+00 2.464E+04 2.000E+05
 3.94402297E-01  49635.4 3.051E+04 2.317E+15 2.358E+00 2.463E+04 2.000E+05
 4.99441801E-01  51625.5 3.844E+04 2.807E+15 2.397E+00 2.430E+04 2.000E+05
 6.38247261E-01  53895.6 4.898E+04 3.427E+15 2.404E+00 2.387E+04 2.000E+05
 8.23910970E-01  56486.4 6.316E+04 4.217E+15 2.383E+00 2.342E+04 2.000E+05
 1.07621406E+00  59445.1 8.258E+04 5.240E+15 2.319E+00 2.260E+04 2.000E+05
 1.42356913E+00  62790.8 1.096E+05 6.585E+15 2.237E+00 2.180E+04 2.000E+05
 1.90429816E+00  66583.2 1.474E+05 8.351E+15 2.155E+00 2.099E+04 2.000E+05
 2.57191410E+00  70797.2 2.005E+05 1.068E+16 2.064E+00 2.007E+04 2.000E+05
 3.49561612E+00  75462.1 2.746E+05 1.373E+16 2.003E+00 1.940E+04 2.000E+05
 4.76112840E+00  80543.8 3.770E+05 1.766E+16 1.956E+00 1.887E+04 2.000E+05
 6.47079190E+00  86094.4 5.159E+05 2.260E+16 1.947E+00 1.871E+04 2.000E+05
 8.75624981E+00  92112.5 7.018E+05 2.874E+16 1.947E+00 1.865E+04 2.000E+05
 1.17908529E+01  98660.6 9.485E+05 3.626E+16 1.963E+00 1.875E+04 2.000E+05
 1.57967143E+01 105741.7 1.274E+06 4.543E+16 1.986E+00 1.894E+04 2.000E+05
 2.10754144E+01 113434.0 1.701E+06 5.656E+16 2.009E+00 1.911E+04 2.000E+05
 2.80334809E+01 121714.3 2.263E+06 7.012E+16 2.033E+00 1.940E+04 2.000E+05
 3.72171340E+01 130724.2 3.002E+06 8.663E+16 2.051E+00 1.949E+04 2.000E+05
 4.93424198E+01 140354.0 3.981E+06 1.070E+17 2.074E+00 1.902E+04 2.000E+05
PRADK 9.2517E+03
BEGIN                    ITERATION   6 COMPLETED
