TEFF  50000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S                                        
 1.39980243E-04  30631.9 8.486E+00 1.044E+12 4.177E-01 3.040E+04 2.000E+05
 1.84555328E-04  31106.1 1.165E+01 1.411E+12 4.237E-01 2.798E+04 2.000E+05
 2.43092508E-04  31565.1 1.592E+01 1.901E+12 4.307E-01 2.608E+04 2.000E+05
 3.19724954E-04  32014.1 2.165E+01 2.548E+12 4.396E-01 2.458E+04 2.000E+05
 4.19739364E-04  32457.4 2.926E+01 3.397E+12 4.495E-01 2.333E+04 2.000E+05
 5.49987126E-04  32898.7 3.932E+01 4.504E+12 4.609E-01 2.223E+04 2.000E+05
 7.19187729E-04  33333.2 5.257E+01 5.942E+12 4.736E-01 2.126E+04 2.000E+05
 9.38537379E-04  33756.8 6.993E+01 7.805E+12 4.877E-01 2.048E+04 2.000E+05
 1.22230557E-03  34172.6 9.258E+01 1.021E+13 5.032E-01 1.992E+04 2.000E+05
 1.58837030E-03  34593.9 1.220E+02 1.328E+13 5.211E-01 1.951E+04 2.000E+05
 2.05909440E-03  35026.5 1.600E+02 1.720E+13 5.411E-01 1.916E+04 2.000E+05
 2.66282903E-03  35471.4 2.089E+02 2.218E+13 5.634E-01 1.883E+04 2.000E+05
 3.43396410E-03  35927.3 2.716E+02 2.847E+13 5.897E-01 1.852E+04 2.000E+05
 4.41432114E-03  36386.4 3.516E+02 3.639E+13 6.197E-01 1.830E+04 2.000E+05
 5.65581970E-03  36847.6 4.531E+02 4.631E+13 6.537E-01 1.818E+04 2.000E+05
 7.22281463E-03  37309.9 5.814E+02 5.868E+13 6.916E-01 1.814E+04 2.000E+05
 9.19532636E-03  37774.7 7.428E+02 7.405E+13 7.336E-01 1.819E+04 2.000E+05
 1.16718674E-02  38242.9 9.453E+02 9.308E+13 7.802E-01 1.831E+04 2.000E+05
 1.47704178E-02  38713.9 1.198E+03 1.165E+14 8.332E-01 1.855E+04 2.000E+05
 1.86334291E-02  39191.2 1.512E+03 1.453E+14 8.924E-01 1.893E+04 2.000E+05
 2.34381580E-02  39680.0 1.900E+03 1.803E+14 9.578E-01 1.941E+04 2.000E+05
 2.93988300E-02  40183.2 2.379E+03 2.229E+14 1.031E+00 1.998E+04 2.000E+05
 3.67740708E-02  40705.5 2.967E+03 2.744E+14 1.112E+00 2.068E+04 2.000E+05
 4.58751611E-02  41255.9 3.685E+03 3.363E+14 1.204E+00 2.153E+04 2.000E+05
 5.70877125E-02  41849.2 4.559E+03 4.102E+14 1.303E+00 2.248E+04 2.000E+05
 7.09109430E-02  42500.8 5.623E+03 4.983E+14 1.408E+00 2.348E+04 2.000E+05
 8.79876214E-02  43228.3 6.921E+03 6.031E+14 1.518E+00 2.447E+04 2.000E+05
 1.09149123E-01  44050.4 8.509E+03 7.278E+14 1.630E+00 2.542E+04 2.000E+05
 1.35483752E-01  44985.7 1.046E+04 8.764E+14 1.743E+00 2.626E+04 2.000E+05
 1.68393340E-01  46043.9 1.288E+04 1.054E+15 1.857E+00 2.698E+04 2.000E+05
 2.09743366E-01  47261.0 1.588E+04 1.267E+15 1.963E+00 2.758E+04 2.000E+05
 2.62097101E-01  48665.0 1.966E+04 1.524E+15 2.060E+00 2.800E+04 2.000E+05
 3.28984821E-01  50286.2 2.447E+04 1.835E+15 2.138E+00 2.823E+04 2.000E+05
 4.15704232E-01  52140.6 3.071E+04 2.222E+15 2.182E+00 2.790E+04 2.000E+05
 5.29479222E-01  54253.7 3.893E+04 2.707E+15 2.210E+00 2.760E+04 2.000E+05
 6.80178299E-01  56684.1 4.987E+04 3.320E+15 2.212E+00 2.718E+04 2.000E+05
 8.82386964E-01  59439.0 6.467E+04 4.106E+15 2.184E+00 2.645E+04 2.000E+05
 1.15760042E+00  62583.0 8.503E+04 5.128E+15 2.126E+00 2.561E+04 2.000E+05
 1.53453398E+00  66126.0 1.132E+05 6.462E+15 2.071E+00 2.485E+04 2.000E+05
 2.05264889E+00  70123.3 1.524E+05 8.202E+15 2.002E+00 2.395E+04 2.000E+05
 2.76396058E+00  74556.5 2.067E+05 1.046E+16 1.954E+00 2.331E+04 2.000E+05
 3.73899877E+00  79445.7 2.819E+05 1.339E+16 1.895E+00 2.253E+04 2.000E+05
 5.05812067E+00  84793.3 3.842E+05 1.710E+16 1.897E+00 2.240E+04 2.000E+05
 6.81782499E+00  90623.2 5.208E+05 2.169E+16 1.894E+00 2.235E+04 2.000E+05
 9.15311577E+00  96966.5 7.020E+05 2.732E+16 1.915E+00 2.246E+04 2.000E+05
 1.22382265E+01 103856.3 9.410E+05 3.419E+16 1.930E+00 2.262E+04 2.000E+05
 1.63156615E+01 111316.9 1.256E+06 4.259E+16 1.950E+00 2.273E+04 2.000E+05
 2.16852684E+01 119417.5 1.670E+06 5.278E+16 1.978E+00 2.317E+04 2.000E+05
 2.87610561E+01 128136.8 2.213E+06 6.518E+16 1.997E+00 2.332E+04 2.000E+05
 3.80906150E+01 137622.0 2.927E+06 8.027E+16 2.023E+00 2.363E+04 2.000E+05
 5.04045135E+01 147758.9 3.873E+06 9.892E+16 2.039E+00 2.276E+04 2.000E+05
PRADK 1.1351E+04
BEGIN                    ITERATION   6 COMPLETED
