TEFF  40000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.2]   VTURB 2.0 KM/S                                        
 1.38968316E-04  25305.1 1.133E+01 1.628E+12 4.324E-01 1.618E+04 2.000E+05
 1.81873489E-04  25654.3 1.495E+01 2.120E+12 4.418E-01 1.479E+04 2.000E+05
 2.37762315E-04  25991.1 1.974E+01 2.764E+12 4.531E-01 1.385E+04 2.000E+05
 3.10280916E-04  26324.0 2.601E+01 3.597E+12 4.665E-01 1.324E+04 2.000E+05
 4.04030522E-04  26658.6 3.417E+01 4.666E+12 4.820E-01 1.282E+04 2.000E+05
 5.24856632E-04  26997.3 4.473E+01 6.033E+12 4.994E-01 1.243E+04 2.000E+05
 6.80106062E-04  27338.2 5.835E+01 7.773E+12 5.191E-01 1.219E+04 2.000E+05
 8.78878060E-04  27686.0 7.581E+01 9.976E+12 5.416E-01 1.207E+04 2.000E+05
 1.13239178E-03  28042.4 9.810E+01 1.275E+13 5.672E-01 1.209E+04 2.000E+05
 1.45568930E-03  28412.2 1.266E+02 1.624E+13 5.922E-01 1.163E+04 2.000E+05
 1.86833820E-03  28775.0 1.632E+02 2.068E+13 6.194E-01 1.118E+04 2.000E+05
 2.39312359E-03  29132.9 2.098E+02 2.627E+13 6.511E-01 1.094E+04 2.000E+05
 3.05723246E-03  29491.4 2.690E+02 3.328E+13 6.877E-01 1.085E+04 2.000E+05
 3.89389734E-03  29852.3 3.436E+02 4.200E+13 7.294E-01 1.086E+04 2.000E+05
 4.94383575E-03  30214.8 4.372E+02 5.281E+13 7.765E-01 1.091E+04 2.000E+05
 6.25621248E-03  30575.1 5.540E+02 6.614E+13 8.300E-01 1.109E+04 2.000E+05
 7.88977513E-03  30937.1 6.990E+02 8.249E+13 8.910E-01 1.139E+04 2.000E+05
 9.91462870E-03  31305.1 8.780E+02 1.024E+14 9.604E-01 1.180E+04 2.000E+05
 1.24170185E-02  31686.2 1.098E+03 1.266E+14 1.037E+00 1.223E+04 2.000E+05
 1.55155612E-02  32080.5 1.370E+03 1.560E+14 1.115E+00 1.247E+04 2.000E+05
 1.93496455E-02  32477.5 1.705E+03 1.919E+14 1.204E+00 1.289E+04 2.000E+05
 2.40720118E-02  32890.1 2.114E+03 2.351E+14 1.306E+00 1.348E+04 2.000E+05
 2.98652419E-02  33329.6 2.614E+03 2.869E+14 1.423E+00 1.419E+04 2.000E+05
 3.69459331E-02  33808.0 3.218E+03 3.486E+14 1.555E+00 1.501E+04 2.000E+05
 4.55695712E-02  34339.3 3.947E+03 4.213E+14 1.705E+00 1.586E+04 2.000E+05
 5.60397001E-02  34932.7 4.824E+03 5.068E+14 1.875E+00 1.674E+04 2.000E+05
 6.87285831E-02  35599.9 5.874E+03 6.066E+14 2.063E+00 1.759E+04 2.000E+05
 8.41661679E-02  36346.1 7.142E+03 7.239E+14 2.254E+00 1.816E+04 2.000E+05
 1.03012468E-01  37176.4 8.679E+03 8.623E+14 2.462E+00 1.871E+04 2.000E+05
 1.26022050E-01  38104.4 1.054E+04 1.025E+15 2.688E+00 1.919E+04 2.000E+05
 1.54135236E-01  39140.6 1.281E+04 1.216E+15 2.932E+00 1.962E+04 2.000E+05
 1.88605630E-01  40299.5 1.557E+04 1.440E+15 3.178E+00 1.996E+04 2.000E+05
 2.31261331E-01  41593.3 1.898E+04 1.706E+15 3.405E+00 2.013E+04 2.000E+05
 2.84705588E-01  43049.8 2.325E+04 2.024E+15 3.601E+00 2.020E+04 2.000E+05
 3.52553363E-01  44689.9 2.866E+04 2.409E+15 3.760E+00 2.020E+04 2.000E+05
 4.39600571E-01  46545.0 3.561E+04 2.879E+15 3.892E+00 2.010E+04 2.000E+05
 5.52353380E-01  48618.9 4.463E+04 3.458E+15 3.984E+00 1.998E+04 2.000E+05
 7.00705693E-01  50975.9 5.653E+04 4.180E+15 4.000E+00 1.965E+04 2.000E+05
 8.99709266E-01  53628.8 7.257E+04 5.104E+15 3.943E+00 1.909E+04 2.000E+05
 1.17076184E+00  56637.3 9.458E+04 6.300E+15 3.836E+00 1.855E+04 2.000E+05
 1.54575920E+00  60025.6 1.253E+05 7.876E+15 3.665E+00 1.766E+04 2.000E+05
 2.07106086E+00  63826.7 1.687E+05 9.977E+15 3.485E+00 1.689E+04 2.000E+05
 2.80933568E+00  68048.0 2.305E+05 1.278E+16 3.302E+00 1.598E+04 2.000E+05
 3.84811803E+00  72676.9 3.182E+05 1.652E+16 3.134E+00 1.516E+04 2.000E+05
 5.29597591E+00  77736.6 4.415E+05 2.143E+16 3.023E+00 1.460E+04 2.000E+05
 7.27878490E+00  83205.2 6.112E+05 2.772E+16 2.961E+00 1.426E+04 2.000E+05
 9.98408515E+00  89164.1 8.436E+05 3.570E+16 2.891E+00 1.396E+04 2.000E+05
 1.36126473E+01  95594.7 1.156E+06 4.563E+16 2.922E+00 1.400E+04 2.000E+05
 1.84091071E+01 102560.8 1.568E+06 5.769E+16 2.943E+00 1.414E+04 2.000E+05
 2.47481961E+01 110098.7 2.112E+06 7.239E+16 2.973E+00 1.419E+04 2.000E+05
 3.31158799E+01 118198.7 2.832E+06 9.042E+16 3.005E+00 1.365E+04 2.000E+05
PRADK 4.7212E+03
BEGIN                    ITERATION   6 COMPLETED
