TEFF  50000.  GRAVITY 5.00000 LTE
TITLE SDSC GRID  [-4.0]   VTURB 2.0 KM/S
 1.61090081E-04  34386.5 1.543E+01 1.693E+12 3.542E-01 4.296E+03 2.000E+05
 2.13821536E-04  34440.5 2.047E+01 2.243E+12 3.572E-01 4.344E+03 2.000E+05
 2.83483218E-04  34530.6 2.714E+01 2.965E+12 3.609E-01 4.402E+03 2.000E+05
 3.75310701E-04  34635.2 3.591E+01 3.911E+12 3.655E-01 4.474E+03 2.000E+05
 4.96050738E-04  34760.2 4.744E+01 5.147E+12 3.712E-01 4.560E+03 2.000E+05
 6.54349901E-04  34912.5 6.254E+01 6.754E+12 3.781E-01 4.662E+03 2.000E+05
 8.61238250E-04  35088.8 8.225E+01 8.836E+12 3.864E-01 4.784E+03 2.000E+05
 1.13067362E-03  35277.6 1.079E+02 1.153E+13 3.964E-01 4.930E+03 2.000E+05
 1.48018504E-03  35475.2 1.411E+02 1.498E+13 4.083E-01 5.109E+03 2.000E+05
 1.93173468E-03  35695.2 1.839E+02 1.940E+13 4.222E-01 5.319E+03 2.000E+05
 2.51292541E-03  35952.5 2.388E+02 2.502E+13 4.382E-01 5.554E+03 2.000E+05
 3.25810735E-03  36227.4 3.091E+02 3.212E+13 4.566E-01 5.819E+03 2.000E+05
 4.21000702E-03  36536.1 3.986E+02 4.106E+13 4.775E-01 6.100E+03 2.000E+05
 5.42053521E-03  36821.4 5.121E+02 5.233E+13 5.021E-01 6.437E+03 2.000E+05
 6.95163898E-03  37083.6 6.550E+02 6.643E+13 5.307E-01 6.853E+03 2.000E+05
 8.87723036E-03  37314.9 8.339E+02 8.401E+13 5.643E-01 7.382E+03 2.000E+05
 1.12857971E-02  37535.5 1.056E+03 1.057E+14 6.030E-01 8.030E+03 2.000E+05
 1.42860701E-02  37776.9 1.331E+03 1.323E+14 6.466E-01 8.767E+03 2.000E+05
 1.80106748E-02  38034.2 1.669E+03 1.648E+14 6.957E-01 9.609E+03 2.000E+05
 2.26192039E-02  38309.4 2.084E+03 2.041E+14 7.509E-01 1.056E+04 2.000E+05
 2.83044919E-02  38604.7 2.589E+03 2.516E+14 8.127E-01 1.164E+04 2.000E+05
 3.53005537E-02  38927.5 3.203E+03 3.085E+14 8.816E-01 1.284E+04 2.000E+05
 4.38964325E-02  39296.5 3.946E+03 3.765E+14 9.572E-01 1.412E+04 2.000E+05
 5.44515223E-02  39719.7 4.846E+03 4.574E+14 1.040E+00 1.545E+04 2.000E+05
 6.74194453E-02  40215.9 5.933E+03 5.531E+14 1.127E+00 1.675E+04 2.000E+05
 8.33792649E-02  40794.6 7.252E+03 6.666E+14 1.220E+00 1.799E+04 2.000E+05
 1.03076732E-01  41472.4 8.855E+03 8.011E+14 1.316E+00 1.912E+04 2.000E+05
 1.27498574E-01  42269.9 1.082E+04 9.608E+14 1.412E+00 2.007E+04 2.000E+05
 1.57969975E-01  43203.6 1.324E+04 1.151E+15 1.503E+00 2.082E+04 2.000E+05
 1.96290056E-01  44293.1 1.626E+04 1.380E+15 1.587E+00 2.138E+04 2.000E+05
 2.44951331E-01  45561.0 2.008E+04 1.658E+15 1.658E+00 2.172E+04 2.000E+05
 3.07457183E-01  47031.9 2.497E+04 1.998E+15 1.712E+00 2.185E+04 2.000E+05
 3.88726032E-01  48735.5 3.132E+04 2.420E+15 1.745E+00 2.178E+04 2.000E+05
 4.95657555E-01  50690.3 3.970E+04 2.951E+15 1.759E+00 2.159E+04 2.000E+05
 6.38050447E-01  52934.9 5.088E+04 3.623E+15 1.751E+00 2.129E+04 2.000E+05
 8.30040405E-01  55515.9 6.603E+04 4.484E+15 1.722E+00 2.088E+04 2.000E+05
 1.09163912E+00  58459.1 8.680E+04 5.598E+15 1.678E+00 2.036E+04 2.000E+05
 1.45104986E+00  61812.1 1.155E+05 7.048E+15 1.624E+00 1.975E+04 2.000E+05
 1.94669082E+00  65570.3 1.555E+05 8.941E+15 1.571E+00 1.908E+04 2.000E+05
 2.62922319E+00  69746.9 2.109E+05 1.140E+16 1.524E+00 1.843E+04 2.000E+05
 3.56369096E+00  74310.8 2.875E+05 1.459E+16 1.490E+00 1.787E+04 2.000E+05
 4.83231877E+00  79278.7 3.919E+05 1.864E+16 1.470E+00 1.749E+04 2.000E+05
 6.53878829E+00  84668.1 5.329E+05 2.373E+16 1.464E+00 1.731E+04 2.000E+05
 8.81447017E+00  90519.5 7.211E+05 3.004E+16 1.469E+00 1.732E+04 2.000E+05
 1.18256402E+01  96883.4 9.699E+05 3.775E+16 1.485E+00 1.746E+04 2.000E+05
 1.57918946E+01 103770.9 1.297E+06 4.712E+16 1.506E+00 1.769E+04 2.000E+05
 2.10060734E+01 111268.5 1.725E+06 5.847E+16 1.526E+00 1.791E+04 2.000E+05
 2.78726837E+01 119340.8 2.288E+06 7.230E+16 1.543E+00 1.811E+04 2.000E+05
 3.69810907E+01 128140.9 3.034E+06 8.927E+16 1.544E+00 1.812E+04 2.000E+05
 4.91905233E+01 137604.9 4.036E+06 1.106E+17 1.525E+00 1.779E+04 2.000E+05
 6.57626875E+01 147752.2 5.404E+06 1.379E+17 1.492E+00 1.711E+04 2.000E+05
PRADK 1.1211E+04
BEGIN                    ITERATION   6 COMPLETED
