TEFF  40000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.1]   VTURB 2.0 KM/S                                        
 1.40584758E-04  25362.0 1.167E+01 1.673E+12 4.261E-01 1.490E+04 2.000E+05
 1.84125531E-04  25712.1 1.540E+01 2.179E+12 4.353E-01 1.368E+04 2.000E+05
 2.40854807E-04  26052.3 2.032E+01 2.838E+12 4.463E-01 1.285E+04 2.000E+05
 3.14491741E-04  26389.7 2.676E+01 3.691E+12 4.593E-01 1.231E+04 2.000E+05
 4.09738165E-04  26728.8 3.514E+01 4.785E+12 4.743E-01 1.190E+04 2.000E+05
 5.32569627E-04  27070.1 4.598E+01 6.185E+12 4.911E-01 1.154E+04 2.000E+05
 6.90487960E-04  27412.6 5.997E+01 7.968E+12 5.102E-01 1.133E+04 2.000E+05
 8.92798266E-04  27761.9 7.792E+01 1.022E+13 5.320E-01 1.124E+04 2.000E+05
 1.15098689E-03  28118.8 1.008E+02 1.307E+13 5.567E-01 1.128E+04 2.000E+05
 1.48073560E-03  28490.2 1.302E+02 1.665E+13 5.802E-01 1.076E+04 2.000E+05
 1.90198290E-03  28850.3 1.679E+02 2.121E+13 6.068E-01 1.038E+04 2.000E+05
 2.43777383E-03  29207.2 2.159E+02 2.696E+13 6.377E-01 1.019E+04 2.000E+05
 3.11602614E-03  29564.7 2.769E+02 3.416E+13 6.732E-01 1.013E+04 2.000E+05
 3.97085062E-03  29923.6 3.537E+02 4.312E+13 7.137E-01 1.015E+04 2.000E+05
 5.04408846E-03  30281.5 4.501E+02 5.424E+13 7.594E-01 1.023E+04 2.000E+05
 6.38627501E-03  30635.6 5.704E+02 6.796E+13 8.114E-01 1.043E+04 2.000E+05
 8.05787159E-03  30990.7 7.199E+02 8.480E+13 8.705E-01 1.074E+04 2.000E+05
 1.01310511E-02  31350.5 9.045E+02 1.053E+14 9.377E-01 1.118E+04 2.000E+05
 1.26959729E-02  31722.9 1.132E+03 1.303E+14 1.011E+00 1.160E+04 2.000E+05
 1.58734987E-02  32105.6 1.412E+03 1.607E+14 1.087E+00 1.191E+04 2.000E+05
 1.98040387E-02  32492.2 1.758E+03 1.976E+14 1.175E+00 1.239E+04 2.000E+05
 2.46443930E-02  32896.5 2.180E+03 2.422E+14 1.275E+00 1.303E+04 2.000E+05
 3.05819058E-02  33329.9 2.694E+03 2.956E+14 1.388E+00 1.378E+04 2.000E+05
 3.78385072E-02  33805.1 3.317E+03 3.591E+14 1.517E+00 1.463E+04 2.000E+05
 4.66763215E-02  34335.4 4.067E+03 4.339E+14 1.664E+00 1.550E+04 2.000E+05
 5.74068176E-02  34929.9 4.969E+03 5.218E+14 1.830E+00 1.639E+04 2.000E+05
 7.04102647E-02  35599.5 6.050E+03 6.245E+14 2.013E+00 1.724E+04 2.000E+05
 8.62230533E-02  36349.0 7.354E+03 7.450E+14 2.201E+00 1.782E+04 2.000E+05
 1.05512562E-01  37183.8 8.934E+03 8.869E+14 2.407E+00 1.838E+04 2.000E+05
 1.29038670E-01  38115.3 1.085E+04 1.054E+15 2.631E+00 1.886E+04 2.000E+05
 1.57753020E-01  39154.8 1.317E+04 1.249E+15 2.872E+00 1.928E+04 2.000E+05
 1.92934279E-01  40314.4 1.601E+04 1.479E+15 3.115E+00 1.960E+04 2.000E+05
 2.36443065E-01  41607.6 1.950E+04 1.751E+15 3.339E+00 1.976E+04 2.000E+05
 2.90928687E-01  43061.5 2.387E+04 2.077E+15 3.533E+00 1.981E+04 2.000E+05
 3.60061753E-01  44695.3 2.941E+04 2.471E+15 3.691E+00 1.980E+04 2.000E+05
 4.48737225E-01  46544.3 3.653E+04 2.952E+15 3.821E+00 1.968E+04 2.000E+05
 5.63639812E-01  48609.2 4.577E+04 3.545E+15 3.908E+00 1.955E+04 2.000E+05
 7.14966312E-01  50964.9 5.796E+04 4.286E+15 3.919E+00 1.921E+04 2.000E+05
 9.18070670E-01  53604.1 7.443E+04 5.236E+15 3.863E+00 1.866E+04 2.000E+05
 1.19499151E+00  56613.9 9.703E+04 6.464E+15 3.752E+00 1.813E+04 2.000E+05
 1.57860871E+00  59999.3 1.286E+05 8.086E+15 3.581E+00 1.727E+04 2.000E+05
 2.11683745E+00  63812.0 1.733E+05 1.025E+16 3.397E+00 1.648E+04 2.000E+05
 2.87460584E+00  68032.7 2.370E+05 1.314E+16 3.215E+00 1.558E+04 2.000E+05
 3.94183152E+00  72677.9 3.276E+05 1.701E+16 3.050E+00 1.475E+04 2.000E+05
 5.42847077E+00  77712.6 4.547E+05 2.208E+16 2.945E+00 1.422E+04 2.000E+05
 7.46657860E+00  83212.2 6.300E+05 2.856E+16 2.879E+00 1.387E+04 2.000E+05
 1.02470685E+01  89143.2 8.699E+05 3.682E+16 2.817E+00 1.361E+04 2.000E+05
 1.39725897E+01  95603.7 1.192E+06 4.703E+16 2.845E+00 1.364E+04 2.000E+05
 1.88954532E+01 102544.2 1.616E+06 5.947E+16 2.869E+00 1.378E+04 2.000E+05
 2.54002798E+01 110100.7 2.177E+06 7.460E+16 2.897E+00 1.384E+04 2.000E+05
 3.39844660E+01 118194.0 2.919E+06 9.317E+16 2.930E+00 1.333E+04 2.000E+05
PRADK 4.7257E+03
BEGIN                    ITERATION   6 COMPLETED
