TEFF  42500.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.1]   VTURB 2.0 KM/S                                        
 1.43468456E-04  26855.1 1.155E+01 1.578E+12 4.131E-01 1.664E+04 2.000E+05
 1.88358856E-04  27253.1 1.531E+01 2.063E+12 4.224E-01 1.583E+04 2.000E+05
 2.46797462E-04  27663.0 2.025E+01 2.691E+12 4.334E-01 1.519E+04 2.000E+05
 3.22595129E-04  28084.7 2.670E+01 3.497E+12 4.463E-01 1.476E+04 2.000E+05
 4.20803642E-04  28508.3 3.513E+01 4.537E+12 4.590E-01 1.358E+04 2.000E+05
 5.48117785E-04  28901.3 4.620E+01 5.890E+12 4.724E-01 1.247E+04 2.000E+05
 7.12754310E-04  29270.6 6.068E+01 7.640E+12 4.881E-01 1.179E+04 2.000E+05
 9.24872841E-04  29630.1 7.944E+01 9.883E+12 5.060E-01 1.137E+04 2.000E+05
 1.19720190E-03  29987.7 1.036E+02 1.274E+13 5.265E-01 1.112E+04 2.000E+05
 1.54570936E-03  30347.9 1.346E+02 1.636E+13 5.494E-01 1.092E+04 2.000E+05
 1.99005726E-03  30711.6 1.742E+02 2.092E+13 5.758E-01 1.085E+04 2.000E+05
 2.55417411E-03  31081.6 2.245E+02 2.665E+13 6.061E-01 1.090E+04 2.000E+05
 3.26717576E-03  31459.1 2.880E+02 3.378E+13 6.407E-01 1.106E+04 2.000E+05
 4.16626907E-03  31847.5 3.680E+02 4.264E+13 6.776E-01 1.102E+04 2.000E+05
 5.29934764E-03  32232.8 4.688E+02 5.369E+13 7.176E-01 1.092E+04 2.000E+05
 6.72330400E-03  32608.1 5.957E+02 6.744E+13 7.630E-01 1.098E+04 2.000E+05
 8.50570887E-03  32977.9 7.542E+02 8.444E+13 8.143E-01 1.117E+04 2.000E+05
 1.07285187E-02  33345.0 9.512E+02 1.053E+14 8.723E-01 1.151E+04 2.000E+05
 1.34910495E-02  33715.8 1.195E+03 1.309E+14 9.375E-01 1.191E+04 2.000E+05
 1.69118892E-02  34090.4 1.496E+03 1.620E+14 1.011E+00 1.244E+04 2.000E+05
 2.11314993E-02  34474.3 1.864E+03 1.997E+14 1.095E+00 1.311E+04 2.000E+05
 2.63174361E-02  34875.6 2.312E+03 2.449E+14 1.191E+00 1.391E+04 2.000E+05
 3.26690287E-02  35305.5 2.856E+03 2.989E+14 1.298E+00 1.485E+04 2.000E+05
 4.04371745E-02  35779.4 3.514E+03 3.631E+14 1.415E+00 1.572E+04 2.000E+05
 4.99402148E-02  36299.2 4.311E+03 4.395E+14 1.543E+00 1.654E+04 2.000E+05
 6.15566856E-02  36874.4 5.275E+03 5.300E+14 1.684E+00 1.740E+04 2.000E+05
 7.57446435E-02  37522.1 6.441E+03 6.368E+14 1.839E+00 1.825E+04 2.000E+05
 9.30792171E-02  38256.8 7.851E+03 7.626E+14 2.006E+00 1.905E+04 2.000E+05
 1.14295712E-01  39093.7 9.560E+03 9.105E+14 2.183E+00 1.975E+04 2.000E+05
 1.40318794E-01  40045.4 1.164E+04 1.085E+15 2.370E+00 2.032E+04 2.000E+05
 1.72366564E-01  41115.7 1.419E+04 1.290E+15 2.558E+00 2.071E+04 2.000E+05
 2.12144364E-01  42325.1 1.734E+04 1.534E+15 2.736E+00 2.098E+04 2.000E+05
 2.62014400E-01  43694.7 2.127E+04 1.827E+15 2.895E+00 2.111E+04 2.000E+05
 3.25217041E-01  45244.8 2.626E+04 2.181E+15 3.031E+00 2.110E+04 2.000E+05
 4.06138228E-01  46986.9 3.265E+04 2.615E+15 3.142E+00 2.098E+04 2.000E+05
 5.10766127E-01  48961.7 4.092E+04 3.148E+15 3.223E+00 2.083E+04 2.000E+05
 6.47973165E-01  51185.2 5.181E+04 3.814E+15 3.250E+00 2.048E+04 2.000E+05
 8.31305354E-01  53716.8 6.644E+04 4.662E+15 3.216E+00 1.995E+04 2.000E+05
 1.07995801E+00  56587.9 8.641E+04 5.758E+15 3.142E+00 1.942E+04 2.000E+05
 1.42283468E+00  59848.7 1.142E+05 7.195E+15 3.010E+00 1.856E+04 2.000E+05
 1.90182743E+00  63529.2 1.534E+05 9.106E+15 2.869E+00 1.778E+04 2.000E+05
 2.57322128E+00  67640.2 2.089E+05 1.165E+16 2.726E+00 1.689E+04 2.000E+05
 3.51569279E+00  72171.5 2.877E+05 1.503E+16 2.593E+00 1.604E+04 2.000E+05
 4.82702852E+00  77122.6 3.982E+05 1.948E+16 2.504E+00 1.545E+04 2.000E+05
 6.62204677E+00  82493.4 5.503E+05 2.516E+16 2.456E+00 1.510E+04 2.000E+05
 9.05949846E+00  88342.7 7.576E+05 3.235E+16 2.416E+00 1.487E+04 2.000E+05
 1.23259219E+01  94664.1 1.036E+06 4.127E+16 2.428E+00 1.486E+04 2.000E+05
 1.66483681E+01 101527.9 1.403E+06 5.214E+16 2.452E+00 1.501E+04 2.000E+05
 2.23487303E+01 108925.1 1.888E+06 6.536E+16 2.482E+00 1.515E+04 2.000E+05
 2.98604884E+01 116963.5 2.524E+06 8.140E+16 2.509E+00 1.531E+04 2.000E+05
 3.97905635E+01 125576.0 3.368E+06 1.012E+17 2.528E+00 1.470E+04 2.000E+05
PRADK 5.9733E+03
BEGIN                    ITERATION   6 COMPLETED
