TEFF  45000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.2]   VTURB 2.0 KM/S                                        
 1.38268601E-04  27995.1 9.571E+00 1.271E+12 4.300E-01 2.564E+04 2.000E+05
 1.81385810E-04  28435.8 1.282E+01 1.677E+12 4.396E-01 2.366E+04 2.000E+05
 2.37621653E-04  28856.3 1.717E+01 2.216E+12 4.496E-01 2.158E+04 2.000E+05
 3.10863998E-04  29258.9 2.298E+01 2.925E+12 4.608E-01 2.005E+04 2.000E+05
 4.06047326E-04  29652.6 3.065E+01 3.850E+12 4.734E-01 1.885E+04 2.000E+05
 5.29466723E-04  30039.1 4.074E+01 5.053E+12 4.874E-01 1.771E+04 2.000E+05
 6.89019617E-04  30412.9 5.394E+01 6.608E+12 5.036E-01 1.692E+04 2.000E+05
 8.94551115E-04  30780.9 7.107E+01 8.603E+12 5.223E-01 1.646E+04 2.000E+05
 1.15832842E-03  31150.5 9.314E+01 1.114E+13 5.436E-01 1.625E+04 2.000E+05
 1.49561036E-03  31529.9 1.214E+02 1.435E+13 5.680E-01 1.613E+04 2.000E+05
 1.92546836E-03  31918.6 1.575E+02 1.839E+13 5.951E-01 1.586E+04 2.000E+05
 2.47192166E-03  32314.9 2.036E+02 2.348E+13 6.249E-01 1.559E+04 2.000E+05
 3.16486429E-03  32719.1 2.621E+02 2.986E+13 6.580E-01 1.538E+04 2.000E+05
 4.04131139E-03  33128.3 3.364E+02 3.786E+13 6.946E-01 1.517E+04 2.000E+05
 5.14666197E-03  33540.7 4.303E+02 4.783E+13 7.356E-01 1.500E+04 2.000E+05
 6.53577645E-03  33952.2 5.484E+02 6.023E+13 7.820E-01 1.499E+04 2.000E+05
 8.27501590E-03  34366.0 6.961E+02 7.554E+13 8.344E-01 1.513E+04 2.000E+05
 1.04451057E-02  34785.0 8.800E+02 9.436E+13 8.932E-01 1.539E+04 2.000E+05
 1.31433383E-02  35214.1 1.108E+03 1.174E+14 9.596E-01 1.576E+04 2.000E+05
 1.64853762E-02  35655.3 1.389E+03 1.453E+14 1.035E+00 1.616E+04 2.000E+05
 2.06127776E-02  36106.0 1.734E+03 1.792E+14 1.119E+00 1.658E+04 2.000E+05
 2.57010812E-02  36568.0 2.157E+03 2.202E+14 1.211E+00 1.712E+04 2.000E+05
 3.19652332E-02  37048.9 2.674E+03 2.695E+14 1.312E+00 1.776E+04 2.000E+05
 3.96693631E-02  37559.2 3.305E+03 3.287E+14 1.424E+00 1.851E+04 2.000E+05
 4.91308144E-02  38111.9 4.072E+03 3.993E+14 1.547E+00 1.932E+04 2.000E+05
 6.07401268E-02  38718.9 5.003E+03 4.833E+14 1.681E+00 2.020E+04 2.000E+05
 7.49951307E-02  39398.5 6.134E+03 5.828E+14 1.825E+00 2.111E+04 2.000E+05
 9.25233466E-02  40166.6 7.509E+03 7.005E+14 1.977E+00 2.198E+04 2.000E+05
 1.14131737E-01  41035.3 9.186E+03 8.397E+14 2.135E+00 2.274E+04 2.000E+05
 1.40875426E-01  42024.0 1.124E+04 1.005E+15 2.295E+00 2.341E+04 2.000E+05
 1.74151347E-01  43151.5 1.378E+04 1.201E+15 2.452E+00 2.395E+04 2.000E+05
 2.15874880E-01  44440.8 1.695E+04 1.435E+15 2.596E+00 2.433E+04 2.000E+05
 2.68660009E-01  45900.8 2.094E+04 1.718E+15 2.725E+00 2.448E+04 2.000E+05
 3.36035397E-01  47558.1 2.602E+04 2.062E+15 2.835E+00 2.449E+04 2.000E+05
 4.22799571E-01  49436.8 3.258E+04 2.485E+15 2.921E+00 2.444E+04 2.000E+05
 5.36057446E-01  51570.3 4.116E+04 3.010E+15 2.960E+00 2.403E+04 2.000E+05
 6.86141762E-01  53971.6 5.260E+04 3.677E+15 2.961E+00 2.352E+04 2.000E+05
 8.87548456E-01  56708.6 6.805E+04 4.529E+15 2.924E+00 2.298E+04 2.000E+05
 1.16216539E+00  59802.5 8.933E+04 5.637E+15 2.836E+00 2.210E+04 2.000E+05
 1.54154276E+00  63306.7 1.190E+05 7.098E+15 2.727E+00 2.126E+04 2.000E+05
 2.06711930E+00  67222.4 1.606E+05 9.020E+15 2.629E+00 2.048E+04 2.000E+05
 2.79782385E+00  71601.9 2.191E+05 1.155E+16 2.510E+00 1.953E+04 2.000E+05
 3.81262139E+00  76378.1 3.011E+05 1.488E+16 2.428E+00 1.885E+04 2.000E+05
 5.20313714E+00  81640.1 4.143E+05 1.916E+16 2.376E+00 1.840E+04 2.000E+05
 7.08418881E+00  87310.1 5.680E+05 2.456E+16 2.357E+00 1.822E+04 2.000E+05
 9.60199158E+00  93520.7 7.741E+05 3.124E+16 2.358E+00 1.815E+04 2.000E+05
 1.29447783E+01 100207.9 1.047E+06 3.945E+16 2.375E+00 1.828E+04 2.000E+05
 1.73584657E+01 107491.2 1.408E+06 4.943E+16 2.404E+00 1.841E+04 2.000E+05
 2.31715090E+01 115325.4 1.881E+06 6.157E+16 2.433E+00 1.867E+04 2.000E+05
 3.08520689E+01 123846.8 2.506E+06 7.636E+16 2.450E+00 1.874E+04 2.000E+05
 4.09763104E+01 132966.7 3.331E+06 9.454E+16 2.491E+00 1.827E+04 2.000E+05
PRADK 7.4826E+03
BEGIN                    ITERATION   6 COMPLETED
