TEFF  50000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [+0.2]   VTURB 2.0 KM/S                                        
 1.38914911E-04  30597.5 8.044E+00 9.909E+11 4.220E-01 3.212E+04 2.000E+05
 1.83015150E-04  31058.0 1.110E+01 1.347E+12 4.284E-01 2.966E+04 2.000E+05
 2.40886384E-04  31504.5 1.523E+01 1.822E+12 4.359E-01 2.773E+04 2.000E+05
 3.16590821E-04  31943.5 2.076E+01 2.449E+12 4.451E-01 2.624E+04 2.000E+05
 4.15321268E-04  32380.9 2.811E+01 3.272E+12 4.556E-01 2.496E+04 2.000E+05
 5.43783245E-04  32814.2 3.783E+01 4.345E+12 4.675E-01 2.379E+04 2.000E+05
 7.10508142E-04  33241.9 5.062E+01 5.739E+12 4.809E-01 2.280E+04 2.000E+05
 9.26442816E-04  33659.6 6.738E+01 7.544E+12 4.956E-01 2.203E+04 2.000E+05
 1.20556147E-03  34073.1 8.923E+01 9.868E+12 5.118E-01 2.148E+04 2.000E+05
 1.56543774E-03  34495.0 1.176E+02 1.284E+13 5.301E-01 2.104E+04 2.000E+05
 2.02804399E-03  34930.7 1.542E+02 1.663E+13 5.507E-01 2.063E+04 2.000E+05
 2.62112366E-03  35378.3 2.014E+02 2.145E+13 5.736E-01 2.025E+04 2.000E+05
 3.37858176E-03  35836.6 2.619E+02 2.754E+13 6.003E-01 1.988E+04 2.000E+05
 4.34152285E-03  36300.4 3.392E+02 3.521E+13 6.310E-01 1.960E+04 2.000E+05
 5.56047650E-03  36766.6 4.373E+02 4.481E+13 6.660E-01 1.944E+04 2.000E+05
 7.09828564E-03  37236.0 5.613E+02 5.679E+13 7.048E-01 1.936E+04 2.000E+05
 9.03349456E-03  37708.4 7.174E+02 7.166E+13 7.478E-01 1.936E+04 2.000E+05
 1.14628234E-02  38186.0 9.132E+02 9.008E+13 7.954E-01 1.943E+04 2.000E+05
 1.45029156E-02  38668.8 1.158E+03 1.128E+14 8.491E-01 1.962E+04 2.000E+05
 1.82942971E-02  39159.3 1.462E+03 1.406E+14 9.092E-01 1.993E+04 2.000E+05
 2.30114682E-02  39662.7 1.839E+03 1.746E+14 9.753E-01 2.035E+04 2.000E+05
 2.88659960E-02  40181.0 2.304E+03 2.159E+14 1.049E+00 2.085E+04 2.000E+05
 3.61126219E-02  40718.6 2.875E+03 2.659E+14 1.132E+00 2.148E+04 2.000E+05
 4.50592862E-02  41282.8 3.574E+03 3.261E+14 1.224E+00 2.227E+04 2.000E+05
 5.60855888E-02  41888.6 4.426E+03 3.980E+14 1.325E+00 2.317E+04 2.000E+05
 6.96814882E-02  42551.3 5.464E+03 4.838E+14 1.431E+00 2.412E+04 2.000E+05
 8.64810299E-02  43288.4 6.730E+03 5.858E+14 1.543E+00 2.508E+04 2.000E+05
 1.07303315E-01  44118.3 8.280E+03 7.073E+14 1.657E+00 2.600E+04 2.000E+05
 1.33227761E-01  45059.5 1.019E+04 8.523E+14 1.770E+00 2.680E+04 2.000E+05
 1.65631392E-01  46121.9 1.255E+04 1.026E+15 1.886E+00 2.753E+04 2.000E+05
 2.06334727E-01  47341.7 1.548E+04 1.233E+15 1.995E+00 2.814E+04 2.000E+05
 2.57850549E-01  48747.6 1.917E+04 1.484E+15 2.093E+00 2.858E+04 2.000E+05
 3.23651452E-01  50369.4 2.386E+04 1.787E+15 2.174E+00 2.881E+04 2.000E+05
 4.08937938E-01  52223.4 2.995E+04 2.164E+15 2.219E+00 2.848E+04 2.000E+05
 5.20783753E-01  54335.8 3.796E+04 2.637E+15 2.249E+00 2.817E+04 2.000E+05
 6.68802058E-01  56762.4 4.863E+04 3.234E+15 2.254E+00 2.775E+04 2.000E+05
 8.67133737E-01  59512.2 6.303E+04 3.998E+15 2.228E+00 2.702E+04 2.000E+05
 1.13672786E+00  62647.6 8.282E+04 4.991E+15 2.172E+00 2.616E+04 2.000E+05
 1.50550307E+00  66180.9 1.102E+05 6.286E+15 2.119E+00 2.541E+04 2.000E+05
 2.01161170E+00  70159.2 1.482E+05 7.973E+15 2.051E+00 2.452E+04 2.000E+05
 2.70542558E+00  74589.2 2.008E+05 1.016E+16 2.004E+00 2.389E+04 2.000E+05
 3.65572153E+00  79460.8 2.735E+05 1.299E+16 1.945E+00 2.311E+04 2.000E+05
 4.94159081E+00  84811.8 3.725E+05 1.658E+16 1.945E+00 2.298E+04 2.000E+05
 6.65684434E+00  90630.4 5.046E+05 2.102E+16 1.944E+00 2.293E+04 2.000E+05
 8.93231861E+00  96978.8 6.799E+05 2.646E+16 1.966E+00 2.304E+04 2.000E+05
 1.19383370E+01 103859.8 9.110E+05 3.311E+16 1.980E+00 2.321E+04 2.000E+05
 1.59129674E+01 111327.0 1.216E+06 4.123E+16 1.999E+00 2.329E+04 2.000E+05
 2.11488448E+01 119418.1 1.616E+06 5.109E+16 2.029E+00 2.376E+04 2.000E+05
 2.80458078E+01 128142.2 2.142E+06 6.309E+16 2.050E+00 2.392E+04 2.000E+05
 3.71314228E+01 137619.0 2.831E+06 7.766E+16 2.079E+00 2.428E+04 2.000E+05
 4.91112800E+01 147759.5 3.744E+06 9.565E+16 2.097E+00 2.336E+04 2.000E+05
PRADK 1.1358E+04
BEGIN                    ITERATION   6 COMPLETED
