TEFF  40000.  GRAVITY 4.50000 LTE 
TITLE SDSC GRID  [+0.2]   VTURB 2.0 KM/S                                        
 1.49384173E-04  24704.0 2.600E+00 3.842E+11 3.938E-01 1.269E+04 2.000E+05
 1.96508628E-04  25089.2 3.498E+00 5.093E+11 4.018E-01 1.246E+04 2.000E+05
 2.58290603E-04  25479.9 4.726E+00 6.782E+11 4.077E-01 1.102E+04 2.000E+05
 3.39388973E-04  25837.4 6.441E+00 9.119E+11 4.148E-01 1.006E+04 2.000E+05
 4.45503441E-04  26179.3 8.762E+00 1.225E+12 4.233E-01 9.483E+03 2.000E+05
 5.83980020E-04  26516.9 1.186E+01 1.637E+12 4.331E-01 9.040E+03 2.000E+05
 7.64229825E-04  26857.1 1.597E+01 2.176E+12 4.443E-01 8.700E+03 2.000E+05
 9.98092199E-04  27202.2 2.135E+01 2.875E+12 4.575E-01 8.487E+03 2.000E+05
 1.30034754E-03  27555.1 2.836E+01 3.771E+12 4.728E-01 8.387E+03 2.000E+05
 1.68976683E-03  27915.7 3.743E+01 4.914E+12 4.899E-01 8.296E+03 2.000E+05
 2.19068652E-03  28282.7 4.915E+01 6.371E+12 5.080E-01 8.144E+03 2.000E+05
 2.83544367E-03  28654.2 6.439E+01 8.243E+12 5.261E-01 7.818E+03 2.000E+05
 3.66398760E-03  29023.1 8.421E+01 1.065E+13 5.470E-01 7.626E+03 2.000E+05
 4.72481656E-03  29396.9 1.097E+02 1.370E+13 5.706E-01 7.493E+03 2.000E+05
 6.07888330E-03  29777.0 1.425E+02 1.757E+13 5.971E-01 7.385E+03 2.000E+05
 7.80049842E-03  30159.6 1.843E+02 2.244E+13 6.276E-01 7.361E+03 2.000E+05
 9.97945735E-03  30547.1 2.371E+02 2.852E+13 6.627E-01 7.417E+03 2.000E+05
 1.27248708E-02  30941.1 3.033E+02 3.604E+13 7.028E-01 7.555E+03 2.000E+05
 1.61718931E-02  31348.2 3.860E+02 4.529E+13 7.473E-01 7.699E+03 2.000E+05
 2.04913123E-02  31766.9 4.891E+02 5.666E+13 7.957E-01 7.826E+03 2.000E+05
 2.59042125E-02  32195.0 6.177E+02 7.065E+13 8.466E-01 7.894E+03 2.000E+05
 3.26768481E-02  32627.9 7.779E+02 8.784E+13 9.039E-01 8.053E+03 2.000E+05
 4.11216282E-02  33076.1 9.759E+02 1.088E+14 9.681E-01 8.290E+03 2.000E+05
 5.16240725E-02  33548.4 1.220E+03 1.341E+14 1.039E+00 8.565E+03 2.000E+05
 6.46487407E-02  34053.2 1.518E+03 1.646E+14 1.119E+00 8.912E+03 2.000E+05
 8.07517451E-02  34606.1 1.880E+03 2.009E+14 1.209E+00 9.314E+03 2.000E+05
 1.00609314E-01  35223.7 2.319E+03 2.438E+14 1.308E+00 9.754E+03 2.000E+05
 1.25104435E-01  35922.1 2.849E+03 2.944E+14 1.412E+00 1.012E+04 2.000E+05
 1.55431321E-01  36709.1 3.497E+03 3.543E+14 1.518E+00 1.040E+04 2.000E+05
 1.93086845E-01  37597.8 4.291E+03 4.255E+14 1.629E+00 1.064E+04 2.000E+05
 2.39973947E-01  38605.6 5.270E+03 5.102E+14 1.741E+00 1.085E+04 2.000E+05
 2.98655300E-01  39755.9 6.483E+03 6.109E+14 1.849E+00 1.102E+04 2.000E+05
 3.72488911E-01  41057.7 7.999E+03 7.314E+14 1.955E+00 1.114E+04 2.000E+05
 4.66148917E-01  42538.9 9.915E+03 8.765E+14 2.045E+00 1.119E+04 2.000E+05
 5.85999325E-01  44206.2 1.236E+04 1.053E+15 2.123E+00 1.123E+04 2.000E+05
 7.40976791E-01  46107.6 1.553E+04 1.269E+15 2.176E+00 1.114E+04 2.000E+05
 9.43490115E-01  48225.4 1.969E+04 1.539E+15 2.211E+00 1.104E+04 2.000E+05
 1.21117161E+00  50637.7 2.521E+04 1.879E+15 2.214E+00 1.088E+04 2.000E+05
 1.57157458E+00  53347.9 3.275E+04 2.317E+15 2.174E+00 1.053E+04 2.000E+05
 2.06259987E+00  56399.0 4.318E+04 2.890E+15 2.122E+00 1.027E+04 2.000E+05
 2.73800213E+00  59839.0 5.774E+04 3.643E+15 2.043E+00 9.842E+03 2.000E+05
 3.67732402E+00  63651.3 7.840E+04 4.650E+15 1.954E+00 9.446E+03 2.000E+05
 4.98696005E+00  67917.8 1.077E+05 5.988E+15 1.872E+00 9.043E+03 2.000E+05
 6.79987560E+00  72538.0 1.490E+05 7.752E+15 1.812E+00 8.744E+03 2.000E+05
 9.29309068E+00  77632.0 2.063E+05 1.003E+16 1.762E+00 8.505E+03 2.000E+05
 1.26833409E+01  83112.2 2.850E+05 1.294E+16 1.740E+00 8.366E+03 2.000E+05
 1.72458789E+01  89089.2 3.911E+05 1.657E+16 1.731E+00 8.349E+03 2.000E+05
 2.32988181E+01  95535.6 5.319E+05 2.102E+16 1.753E+00 8.388E+03 2.000E+05
 3.12919905E+01 102516.1 7.173E+05 2.641E+16 1.765E+00 8.472E+03 2.000E+05
 4.19005673E+01 110067.2 9.630E+05 3.303E+16 1.771E+00 8.439E+03 2.000E+05
 5.59246298E+01 118173.8 1.290E+06 4.120E+16 1.796E+00 8.223E+03 2.000E+05
PRADK 4.6910E+03
BEGIN                    ITERATION   6 COMPLETED
