TEFF  50000.  GRAVITY 5.00000 LTE 
TITLE SDSC GRID  [-0.2]   VTURB 2.0 KM/S                                        
 1.43346572E-04  30656.0 9.804E+00 1.204E+12 4.055E-01 2.567E+04 2.000E+05
 1.89296030E-04  31163.7 1.327E+01 1.603E+12 4.108E-01 2.359E+04 2.000E+05
 2.49732578E-04  31659.0 1.794E+01 2.134E+12 4.168E-01 2.192E+04 2.000E+05
 3.29003919E-04  32145.3 2.419E+01 2.835E+12 4.245E-01 2.048E+04 2.000E+05
 4.32694262E-04  32621.7 3.250E+01 3.753E+12 4.331E-01 1.927E+04 2.000E+05
 5.68026672E-04  33085.8 4.350E+01 4.953E+12 4.431E-01 1.828E+04 2.000E+05
 7.44240224E-04  33540.7 5.798E+01 6.511E+12 4.543E-01 1.743E+04 2.000E+05
 9.73200033E-04  33985.4 7.697E+01 8.531E+12 4.667E-01 1.671E+04 2.000E+05
 1.26999632E-03  34418.6 1.018E+02 1.114E+13 4.808E-01 1.614E+04 2.000E+05
 1.65341981E-03  34848.6 1.340E+02 1.448E+13 4.972E-01 1.574E+04 2.000E+05
 2.14711288E-03  35279.4 1.757E+02 1.875E+13 5.157E-01 1.548E+04 2.000E+05
 2.78055158E-03  35715.5 2.293E+02 2.418E+13 5.370E-01 1.527E+04 2.000E+05
 3.59008036E-03  36159.3 2.980E+02 3.103E+13 5.614E-01 1.511E+04 2.000E+05
 4.62022199E-03  36604.3 3.855E+02 3.965E+13 5.896E-01 1.502E+04 2.000E+05
 5.92585025E-03  37046.6 4.964E+02 5.045E+13 6.214E-01 1.502E+04 2.000E+05
 7.57507609E-03  37485.7 6.365E+02 6.393E+13 6.570E-01 1.511E+04 2.000E+05
 9.65174407E-03  37923.4 8.126E+02 8.066E+13 6.968E-01 1.529E+04 2.000E+05
 1.22584166E-02  38361.0 1.033E+03 1.014E+14 7.415E-01 1.556E+04 2.000E+05
 1.55173666E-02  38798.2 1.308E+03 1.269E+14 7.926E-01 1.596E+04 2.000E+05
 1.95769689E-02  39239.7 1.648E+03 1.580E+14 8.495E-01 1.647E+04 2.000E+05
 2.46210570E-02  39688.8 2.067E+03 1.960E+14 9.129E-01 1.710E+04 2.000E+05
 3.08709794E-02  40149.7 2.583E+03 2.421E+14 9.839E-01 1.784E+04 2.000E+05
 3.85942335E-02  40629.6 3.214E+03 2.977E+14 1.063E+00 1.870E+04 2.000E+05
 4.81112609E-02  41140.7 3.983E+03 3.643E+14 1.152E+00 1.970E+04 2.000E+05
 5.98237292E-02  41698.1 4.917E+03 4.437E+14 1.248E+00 2.078E+04 2.000E+05
 7.42529473E-02  42318.6 6.052E+03 5.382E+14 1.349E+00 2.188E+04 2.000E+05
 9.20655516E-02  43020.3 7.434E+03 6.504E+14 1.456E+00 2.296E+04 2.000E+05
 1.14127432E-01  43822.2 9.122E+03 7.837E+14 1.564E+00 2.397E+04 2.000E+05
 1.41559574E-01  44746.2 1.119E+04 9.421E+14 1.674E+00 2.488E+04 2.000E+05
 1.75835539E-01  45798.5 1.376E+04 1.131E+15 1.782E+00 2.557E+04 2.000E+05
 2.18943990E-01  47014.0 1.695E+04 1.359E+15 1.882E+00 2.613E+04 2.000E+05
 2.73595182E-01  48417.8 2.098E+04 1.633E+15 1.972E+00 2.649E+04 2.000E+05
 3.43512896E-01  50042.5 2.611E+04 1.967E+15 2.045E+00 2.669E+04 2.000E+05
 4.34245616E-01  51899.7 3.277E+04 2.381E+15 2.084E+00 2.640E+04 2.000E+05
 5.53501447E-01  54022.0 4.157E+04 2.902E+15 2.106E+00 2.609E+04 2.000E+05
 7.11891359E-01  56464.2 5.331E+04 3.561E+15 2.102E+00 2.570E+04 2.000E+05
 9.25225212E-01  59240.5 6.924E+04 4.408E+15 2.066E+00 2.497E+04 2.000E+05
 1.21652805E+00  62410.1 9.122E+04 5.513E+15 2.006E+00 2.416E+04 2.000E+05
 1.61693383E+00  65990.7 1.217E+05 6.959E+15 1.946E+00 2.340E+04 2.000E+05
 2.16917034E+00  70021.5 1.643E+05 8.851E+15 1.876E+00 2.251E+04 2.000E+05
 2.92923684E+00  74486.5 2.235E+05 1.132E+16 1.827E+00 2.184E+04 2.000E+05
 3.97201277E+00  79401.5 3.054E+05 1.451E+16 1.774E+00 2.111E+04 2.000E+05
 5.38112412E+00  84758.6 4.166E+05 1.854E+16 1.776E+00 2.098E+04 2.000E+05
 7.26101979E+00  90598.1 5.653E+05 2.354E+16 1.773E+00 2.092E+04 2.000E+05
 9.75722759E+00  96941.8 7.626E+05 2.967E+16 1.791E+00 2.101E+04 2.000E+05
 1.30548547E+01 103839.7 1.023E+06 3.715E+16 1.806E+00 2.118E+04 2.000E+05
 1.74080062E+01 111301.9 1.366E+06 4.628E+16 1.828E+00 2.134E+04 2.000E+05
 2.31386686E+01 119403.0 1.815E+06 5.735E+16 1.852E+00 2.170E+04 2.000E+05
 3.06974277E+01 128126.9 2.407E+06 7.085E+16 1.869E+00 2.184E+04 2.000E+05
 4.06837344E+01 137616.3 3.186E+06 8.733E+16 1.887E+00 2.204E+04 2.000E+05
 5.39121501E+01 147754.6 4.223E+06 1.078E+17 1.895E+00 2.125E+04 2.000E+05
PRADK 1.1329E+04
BEGIN                    ITERATION   6 COMPLETED
